state;value
000000000;1.393814716395355
100000000;1.2835228435037118
100010000;0.9526892430278885
101010000;0.9924812030075187
101110000;0.9975429975429976
101110001;1.0
000010000;0.625
001010000;0.9314159292035398
001011000;0.9703703703703703
001111000;1.0
001000000;1.4667716067349041
011000000;0.9942090023690445
011010000;0.9986702127659575
011010010;1.0
000000001;1.5455089832966
001000001;0.9957165471645405
001100001;1.398091963611006
001100011;0.9992621741269061
001100111;1.0
000010001;0.9879692011549567
010010001;0.8766233766233766
010010101;1.0
011010101;1.0
000000100;1.6806122340176721
001000100;0.9901972024764962
001010100;1.0
000000101;0.9934328770911102
001000101;0.9990772779700116
001000111;1.0
000010100;1.4796684143403713
101000000;0.992906852248394
111000000;1.0
000100000;0.9699254086652912
000100001;1.3951505408497242
101100011;0.5
100100000;0.9969220530737876
100100100;1.0
000001000;0.974321503131524
000011000;0.9910460799301157
000011100;0.9992657856093979
010011100;1.0
010111100;1.0
100000100;1.3949440470990218
100010100;0.9929039301310044
100110100;1.0
010000100;0.9888914078440263
010000101;1.3980230183612257
110010101;1.0
100010101;1.0
100000010;0.9871602342694098
100001010;0.9966491841491841
101001010;0.9993149642259096
111001010;1.0
000100100;1.3984251968503938
000001100;0.98798751950078
100001100;0.993086477618936
100011100;0.5
110011100;0.5
001110000;1.3997546764796076
001000110;0.9966666666666667
001001110;0.9987050359712231
101001110;0.5
000100011;0.9926953981008035
010100011;0.9991978180651372
010110011;1.0
000000011;0.9948350745392651
000000111;1.0
101100000;0.9957343786027207
101100010;0.7
110000000;1.3992231124059238
101000100;0.9988505747126437
101000110;0.9988522238163559
101010110;1.0
010010000;0.9928971962616823
010011000;0.9975816203143894
010011010;1.0
000000000000000000000000000000000000000000;0.100987012987013
000000000000000000000000000000000000010000;0.2
000000000000000000000000000000000000010002;0
000000000000000000000000000000000010010002;0.5675675675675675
000000000000000000000000000200000010010002;0
000000000000000000000000000200000010011002;0.37662337662337664
000000000000000000000000000200020010011002;0
000000000000000000000000000200020010011012;0.7083333333333334
000000000000000000000000000200020010011212;0
000000000000000000000000000200020010111212;0.4634146341463415
000000000000000000000000000200220010111212;0
000000000000000000000000000200220011111212;1.0
000000000000000000000000000000000000000001;0.13513513513513514
000000000000000000000000000000000002000001;0
000000000000000000000000000010000002000001;0.18181818181818182
000000000000000000000000000010000002000201;0
000000000000000000000000000010000002010201;0.24509803921568626
000000000000000000000200000010000002010201;0
000000000000000000000200000010100002010201;0.234375
000000000000000000000200000010100022010201;0
000000000000000000000200000010100022010211;0.25
000000000000000000000200000210100022010211;0
000000000000000000000200000210101022010211;0.7777777777777778
000000000000000000000200000210101022012211;0
000000000000000000000200000210111022012211;0.7951807228915663
000000000000000000002200000210111022012211;0
000000000000000000002200000210111122012211;1.0
000000000000000000000000000000000000210000;0
000000000000000000000000000000000000210100;0.49295774647887325
000000000000000000000000000000000002210100;0
000000000000000000000000000010000002210100;0.34328358208955223
000000000000000000000000000010000002212100;0
000000000000000000000000000010010002212100;0.3076923076923077
000000000000000000000000000010210002212100;0
000000000000000000000001000010210002212100;0.2112676056338028
000000000000000000000201000010210002212100;0
000000000000001000000201000010210002212100;0.4925373134328358
000000000000001000000201000010210002212120;0
000000000000001010000201000010210002212120;0.45454545454545453
000000000200001010000201000010210002212120;0
000000000200001010000201000010210002212121;0.5
000000000200001010000201000010210022212121;0
000000000200001010000201000011210022212121;0.775
000000000200001010000201000211210022212121;0
000000000200001010000201000211210122212121;0.4642857142857143
000000020200001010000201000211210122212121;0
000000020200001010000201100211210122212121;0.6190476190476191
000000020200001010000221100211210122212121;0
000000020200001110000221100211210122212121;1.0
000000000000000000000000000000000001000000;0.3469387755102041
000000000000000000000000000000000001000020;0
000000000000000000000000000010000001000020;0.09090909090909091
000000000000000000000000000010000001200020;0
000000000000000000000000000010000101200020;0.4444444444444444
000000000000000000000200000010000101200020;0
000000000000000000000200000010000101201020;0.12195121951219512
000000000000002000000200000010000101201020;0
000000000000002000000200000010010101201020;0.5675675675675675
000000000000002000000200002010010101201020;0
000000000000002000000200102010010101201020;0.6078431372549019
000000000000002000000200102010010101201022;0
000000000000002001000200102010010101201022;1.0
000000000000000000000000000020000001000000;0
000000000000000000000000000020000001001000;0.325
000000000000000000000000000020000001201000;0
000000000000000000000000000020010001201000;0.30434782608695654
000000000000000000000000000022010001201000;0
000000000000000000000010000022010001201000;0.6727272727272727
000000000000000000000210000022010001201000;0
000000000000000000000210000022010001201010;0.6666666666666666
000000000000000000000210000022010201201010;0
000000000000001000000210000022010201201010;0.8688524590163934
000000000000001000000210002022010201201010;0
000000000000001000010210002022010201201010;0.9420289855072463
000000020000001000010210002022010201201010;0
000000020000001000010210002022010201201110;0.9759036144578314
000000020000001000010210002022010201221110;0
000000020000001000010210002022110201221110;1.0
