state;value
50450057 14815542 ;1.3299200000000002
385994377 34374816054 ;1.2000000000000002
385994377 34911686966 ;1.0
117558921 34374816054 ;1.2800000000000002
117558921 34374553910 ;1.3120000000000003
50450057 34374553910 ;1.3248000000000002
50712201 283250998 ;1.3120000000000003
51236489 34642989366 ;1.2000000000000002
51236489 35179860278 ;1.0
50712201 34642989366 ;1.2800000000000002
34410450569 820121910 ;1.3120000000000003
35484192393 820646198 ;1.2000000000000002
35484192393 887755062 ;1.0
34410450569 820646198 ;1.2800000000000002
34410974857 887230774 ;1.3120000000000003
4432457485961 69606707510 ;1.2000000000000002
4432457485961 8865699729718 ;1.0
34410974857 69606707510 ;1.2800000000000002
35484716681 4398933741878 ;-1.2800000000000002
35484716681 4401081225526 ;-1.2000000000000002
39779683977 4401081225526 ;-1.0
268451840 2097280 ;1.7878784
268451841 2097280 ;-1.0
268451840 2097152 ;1.6062782242815998
4398046527616 268435459 ;-1.2000000000000002
4398046527620 268435459 ;-1.0
4398046527616 268435457 ;-1.2800000000000002
268451968 536870915 ;0.4
35165061252 6324227 ;1.2000000000000002
35165061252 6324483 ;1.0
34628190340 6324227 ;1.2800000000000002
34628190340 6291459 ;1.3120000000000003
34628223116 14680323 ;1.2000000000000002
34628223116 31457539 ;1.0
34628223108 14680323 ;1.2800000000000002
34628223108 6291715 ;1.3120000000000003
268485260 14680323 ;1.2000000000000002
268485260 31457539 ;1.0
268485252 14680323 ;1.2800000000000002
285262468 14680323 ;1.3299200000000002
285393548 14746883 ;1.2000000000000002
285393548 14746899 ;1.0
285393540 14746883 ;1.2800000000000002
285393540 14745859 ;1.3120000000000003
285262468 14745859 ;1.3248000000000002
285328004 14680331 ;-1.2800000000000002
285328004 48234763 ;-1.2000000000000002
285459076 48234763 ;-1.0
822198916 14811403 ;1.3299200000000002
4433228448388 1088815371 ;1.2000000000000002
4433228448388 1122369803 ;1.0
4398868710020 1088815371 ;1.2800000000000002
4398868710020 1088553227 ;1.3120000000000003
822198916 1088553227 ;1.3248000000000002
822199940 48365835 ;1.3120000000000003
822199956 48367883 ;1.2000000000000002
822199956 48367915 ;1.0
822199940 48367883 ;1.2800000000000002
889308804 48365851 ;-1.2800000000000002
889308804 1122107675 ;-1.2000000000000002
889570948 1122107675 ;-1.0
889310852 48627995 ;-1.2800000000000002
889310852 4398095139099 ;-1.2000000000000002
889314948 4398095139099 ;-1.0
1963052676 48632091 ;-1.2800000000000002
1963052676 34408370459 ;-1.2000000000000002
4110536324 34408370459 ;-1.0
36322791044 2196115739 ;1.3299200000000002
105042267812 13196335649051 ;1.2000000000000002
105042267812 13333774602523 ;1.0
36322791076 13196335649051 ;1.2800000000000002
36322791076 4400242626843 ;1.3120000000000003
36322791044 4400242626843 ;1.3248000000000002
173761744516 70915592475 ;1.3299200000000002
182351679140 350088466715 ;1.2000000000000002
182351679140 899844280603 ;1.0
173761744548 350088466715 ;1.2800000000000002
173761744548 75210559771 ;1.3120000000000003
173761744516 75210559771 ;1.3248000000000002
178056711812 345793499419 ;-1.2800000000000002
178056711812 895549313307 ;-1.2000000000000002
1277568339588 895549313307 ;-1.0
4398317043712 34363932672 ;1.2000000000000002
4398317043712 34900803584 ;1.512
2113664 272630016 ;-1.2000000000000002
2113665 272630016 ;-1.0
2113664 268435712 ;-1.2800000000000002
2097280 268435712 ;-1.3120000000000003
34361852288 68992106497 ;1.2000000000000002
34361852288 68992107009 ;1.0
34361852032 68992106497 ;1.2800000000000002
34361852032 272629761 ;1.648384
34366046336 276824833 ;1.2000000000000002
34366047360 276824833 ;1.0
34366046336 276824321 ;1.2800000000000002
6307968 276824321 ;1.3120000000000003
14696576 268436225 ;-1.2800000000000002
14696576 268468993 ;-1.2000000000000002
31473792 268468993 ;-1.0
14729344 285213441 ;1.2000000000000002
14729344 285278977 ;1.0
34359754752 2097153 ;1.900879897426133
268451968 4398046543873 ;-1.2000000000000002
270549120 4398046543873 ;-1.0
49280 2097153 ;1.8445926400000001
4243586 2162945 ;-1.2000000000000002
4243586 270598401 ;-1.0
4243584 2162945 ;-1.2800000000000002
4243584 2162689 ;1.6832000000000003
49280 2162689 ;1.66528
114816 270532609 ;-1.2800000000000002
114816 807403521 ;-1.2000000000000002
245888 807403521 ;-1.0
115072 270663681 ;1.3299200000000002
901504 283246593 ;1.2000000000000002
901504 300023809 ;1.0
377216 283246593 ;1.2800000000000002
377216 274857985 ;1.3120000000000003
115072 274857985 ;1.3248000000000002
115584 274857985 ;-1.2800000000000002
115584 4398321369089 ;-1.2000000000000002
116608 4398321369089 ;-1.0
115586 274859009 ;1.3120000000000003
115590 283247617 ;1.2000000000000002
115590 300024833 ;1.0
115586 283247617 ;1.2800000000000002
16892802 283247617 ;1.3120000000000003
17154946 820118529 ;1.2000000000000002
17154946 820120577 ;1.0
16892802 820118529 ;1.2800000000000002
553763714 283249665 ;1.3120000000000003
553767810 34642988033 ;1.2000000000000002
553767810 4432689499137 ;1.0
553763714 34642988033 ;1.2800000000000002
34913502082 4398329760769 ;1.3299200000000002
34913502106 4399403502597 ;1.2000000000000002
34913502106 4399403502629 ;1.0
34913502090 4399403502597 ;1.2800000000000002
34913502090 4398329760773 ;1.5744000000000002
34913502082 4398329760773 ;1.3248000000000002
34913502106 13194422782981 ;1.2000000000000002
34913502106 13194422783013 ;1.0
34913502090 13194422782981 ;1.2800000000000002
34913502122 4398329760789 ;1.3120000000000003
34913506218 4398330022933 ;1.2000000000000002
34913506218 4398363577365 ;1.0
34913502122 4398330022933 ;1.2800000000000002
34913764266 4398363315221 ;-1.3248000000000002
103633241002 4401584540693 ;-1.2000000000000002
107928208298 4401584540693 ;-1.0
103633241002 4399437057045 ;-1.2800000000000002
34913764266 4399437057045 ;-1.3120000000000003
37061247914 4399437057045 ;-1.2800000000000002
37061247914 4468156533781 ;-1.2000000000000002
41356215210 4468156533781 ;-1.0
37128356778 4403732024341 ;-1.3248000000000002
37128360874 13208414981141 ;-1.2000000000000002
37128885162 13208414981141 ;-1.0
37128360874 13199825046549 ;-1.2800000000000002
37128356778 13199825046549 ;-1.3120000000000003
105847833514 4403732548629 ;1.3299200000000002
8901940859818 22004508527637 ;1.2000000000000002
8901940859818 22141947481109 ;1.0
8901940855722 22004508527637 ;1.2800000000000002
8901940855722 4412322483221 ;1.3120000000000003
105847833514 4412322483221 ;1.3248000000000002
8901940855722 4541171502101 ;1.2000000000000002
8901940855722 22133357546517 ;1.0
268484608 384 ;1.0
4398046527488 32768 ;-1.3248000000000002
4398046593024 8796093055104 ;-1.2000000000000002
4398048690176 8796093055104 ;-1.0
4398046593024 8796093054976 ;-1.2800000000000002
4398046527488 8796093054976 ;-1.3120000000000003
4398046527489 2129920 ;-0.9340160000000004
4398046527619 2326528 ;1.2000000000000002
4398046527619 2588672 ;1.0
4398046527617 2326528 ;1.2800000000000002
4398046527617 2195456 ;1.4624000000000001
4398046527489 2195456 ;1.3248000000000002
4398050721793 2195456 ;1.3299200000000002
13194143744257 2196096 ;1.2000000000000002
13194143744257 2196098 ;1.0
4398050722049 2196096 ;1.2800000000000002
4398050722049 2195584 ;1.3120000000000003
4398050721793 2195584 ;1.3248000000000002
4398059110401 2195458 ;1.3120000000000003
4398059110405 2326530 ;1.2000000000000002
4398059110405 2588674 ;1.0
4398059110401 2326530 ;1.2800000000000002
4398059372545 2326530 ;1.3299200000000002
4398059372929 52658178 ;1.2000000000000002
4398059372929 52658690 ;1.0
4398059372673 52658178 ;1.2800000000000002
4398059372673 19103746 ;1.3120000000000003
4398059372545 19103746 ;1.3248000000000002
4398076149761 2326658 ;-1.2800000000000002
4398076149761 2326662 ;-1.2000000000000002
4398109704193 2326662 ;-1.0
4398076150017 35881090 ;1.2000000000000002
4398076150017 35881602 ;1.0
16385 6291456 ;1.7104057425157824
16513 6291456 ;1.8742319882654663
263 270532736 ;1.2000000000000002
263 270549120 ;1.0
259 270532736 ;1.2800000000000002
259 268435584 ;-1.0496000000000003
257 268435584 ;1.597952
268435713 16512 ;-1.3299200000000002
4399388688641 34896625792 ;-1.2000000000000002
4399388688641 34898722944 ;-1.0
4398314946817 34896625792 ;-1.2800000000000002
4398314946817 536887424 ;-1.3120000000000003
268435713 536887424 ;-1.3248000000000002
268435715 2113664 ;1.3299200000000002
4398314947331 14696576 ;1.2000000000000002
4398314947331 31473792 ;1.0
4398314946819 14696576 ;1.2800000000000002
4398314946819 6307968 ;1.3120000000000003
268435715 6307968 ;1.3248000000000002
268435719 6307968 ;-1.2800000000000002
268435719 6340736 ;-1.2000000000000002
268435727 6340736 ;-1.0
268468487 6307976 ;1.3120000000000003
268468503 14696584 ;1.2000000000000002
268468503 31473800 ;1.0
268468487 14696584 ;-1.4848000000000001
285245703 14696584 ;-1.2800000000000002
285245703 34374434952 ;-1.2000000000000002
285311239 34374434952 ;-1.0
285246215 14762120 ;1.1353600000000004
285246247 14762136 ;1.2000000000000002
285246247 14763160 ;1.0
285246215 14762136 ;-1.024
285246231 14763144 ;1.3299200000000002
34644988695 14896264 ;1.2000000000000002
34644988695 14896296 ;1.0
34644984599 14896264 ;1.2800000000000002
34644984599 14765192 ;1.3120000000000003
285246231 14765192 ;1.6273920000000002
285377303 14763176 ;-1.2800000000000002
285377303 14765224 ;-1.2000000000000002
318931735 14765224 ;-1.0
285379351 48317608 ;1.3299200000000002
34645379863 115430568 ;1.2000000000000002
34645379863 115954856 ;1.0
34645117719 115430568 ;1.2800000000000002
34645117719 115426472 ;1.3120000000000003
285379351 115426472 ;1.3248000000000002
822250263 48579752 ;1.3299200000000002
4399942503191 116212904 ;1.2000000000000002
4399942503191 116217000 ;1.0
4398868761367 116212904 ;1.2800000000000002
4398868761367 49104040 ;1.3120000000000003
822250263 49104040 ;1.3248000000000002
1895992087 48583848 ;-1.2800000000000002
1895992087 49108136 ;-1.2000000000000002
4043475735 49108136 ;-1.0
36255730455 2196067496 ;1.3120000000000003
40550697751 2196591784 ;1.2000000000000002
40550697751 2263700648 ;1.0
36255730455 2196591784 ;1.2800000000000002
36256254743 2263176360 ;1.3299200000000002
4438597733143 8867075675304 ;1.44
4438597733143 9004514628776 ;1.0
4434302765847 8867075675304 ;1.6320000000000001
4434302765847 70982653096 ;1.7152
36256254743 70982653096 ;1.3248000000000002
13230395788055 208421606568 ;1.3120000000000003
13234690755351 483299513512 ;1.2000000000000002
13234690755351 1033055327400 ;1.0
13230395788055 483299513512 ;1.2800000000000002
13780151601943 483299513512 ;1.3120000000000003
14879663229719 18075485557928 ;1.2000000000000002
14879663229719 18079780525224 ;1.0
13780151601943 18075485557928 ;1.2800000000000002
31372337646359 487594480808 ;-1.2800000000000002
31372337646359 1587106108584 ;-1.2000000000000002
66556709735191 1587106108584 ;-1.0
101741081824023 35671966569640 ;0.6560000000000001
102840593451799 35680556504232 ;0.6000000000000001
102840593451799 176418044859560 ;0.5
101741081824023 35680556504232 ;0.6400000000000001
102840593451799 176409454924968 ;0.6000000000000001
4210689 2097154 ;1.6579020800000002
4210689 2129922 ;-1.0
16385 32768 ;0.03821230063615988
268451843 6324224 ;1.2000000000000002
268451843 543195136 ;1.0
268451841 6324224 ;1.2800000000000002
2113537 268468224 ;-1.2800000000000002
2113537 805339136 ;-1.2000000000000002
6307841 268468352 ;1.3248000000000002
6307845 268468610 ;1.2000000000000002
6307853 268468610 ;1.0
6307845 268468354 ;1.2800000000000002
6307841 268468354 ;1.3120000000000003
14696449 268468354 ;-1.2800000000000002
14696449 268468358 ;-1.2000000000000002
31473665 268468358 ;-1.0
48250881 285245570 ;1.3299200000000002
585121797 285442178 ;1.2000000000000002
585121797 285704322 ;1.0
585121793 285442178 ;1.536
585121793 285311106 ;1.6768
48250881 285311106 ;1.3248000000000002
34944860161 285442178 ;1.2000000000000002
34944860161 285704322 ;1.0
585383937 285442178 ;1.3299200000000002
585384453 285443458 ;1.2000000000000002
585384453 285443466 ;1.0
585384449 285443458 ;1.2800000000000002
585384449 285442434 ;1.3120000000000003
585383937 285442434 ;1.3248000000000002
585383945 285442182 ;-1.3248000000000002
585383961 285966726 ;-1.2000000000000002
1659125785 285966726 ;-1.0
585383961 285442438 ;-1.2800000000000002
585383945 285442438 ;-1.3120000000000003
585383961 1359184006 ;1.3299200000000002
585384505 3506667910 ;1.2000000000000002
585384505 3506668934 ;1.0
585383993 3506667910 ;1.2800000000000002
585383993 3506667654 ;1.3120000000000003
585383961 3506667654 ;1.3248000000000002
2732867609 1359184262 ;1.2000000000000002
2732867609 5654151558 ;1.0
4432406249473 2113536 ;-1.0
268451969 34374418432 ;-1.2000000000000002
268452225 34374418432 ;-1.0
268451969 34366029824 ;-1.2800000000000002
16513 34366029824 ;-1.3120000000000003
2113537 34359738496 ;-1.3248000000000002
68721590273 34359771520 ;-1.2000000000000002
68721590275 34359771520 ;-1.0
68721590273 34359771264 ;-1.2800000000000002
2113537 34359771264 ;-1.3120000000000003
2146305 34359738498 ;-1.3319680000000003
2147073 34363998342 ;-1.2000000000000002
2147081 34363998342 ;-1.0
2147073 34363998338 ;-1.2800000000000002
2146561 34363998338 ;-1.3120000000000003
2146561 34359804034 ;-1.3248000000000002
2146305 34359804034 ;-1.3299200000000002
2211841 34359738502 ;-1.2800000000000002
2211841 4432406249606 ;-1.2000000000000002
2342913 4432406249606 ;-1.0
2211849 34359869574 ;-1.2800000000000002
2211849 34359869830 ;-1.2000000000000002
2212361 34359869830 ;-1.0
34359754880 6324224 ;1.2000000000000002
34359754881 6324224 ;1.0
34359754880 2129920 ;1.5712000000000002
16512 2129920 ;1.6448
2113664 257 ;-1.2000000000000002
2113664 259 ;1.0
16512 257 ;1.8609664000000001
268451968 4398046511107 ;0.4
4398314963084 6324227 ;1.2000000000000002
4398314963084 6324483 ;1.0
4398314963076 6324227 ;1.2800000000000002
4398314963076 6291459 ;1.3120000000000003
276873348 6357251 ;-1.2000000000000002
34636611716 6357251 ;-1.0
276873348 6291715 ;-1.2800000000000002
268550276 34361835779 ;-1.2800000000000002
268550276 34898706691 ;-1.2000000000000002
268681348 34898706691 ;-1.0
272744580 34361966851 ;1.3120000000000003
68992221316 34898837763 ;1.2000000000000002
68992221316 34907226371 ;1.0
272744580 34898837763 ;1.2800000000000002
809615492 34370355459 ;-1.2800000000000002
809615492 34370355971 ;-1.2000000000000002
809616516 34370355971 ;-1.0
34359771137 68719493120 ;-1.2000000000000002
34359771137 68719493122 ;-1.0
34359738369 68719493120 ;-1.2800000000000002
34628174082 2097281 ;1.2000000000000002
34628174082 2113665 ;1.0
34628173826 2097281 ;1.5872000000000002
34628173826 2097153 ;1.780736
34634465280 4398046527489 ;1.0649600000000001
34642853888 4467302875137 ;-1.2000000000000002
34659631104 4467302875137 ;-1.0
34642853888 4398583398401 ;-1.2800000000000002
34634465280 4398583398401 ;-1.3120000000000003
34634465282 4398054916097 ;1.3299200000000002
35171336198 4467848134657 ;1.2000000000000002
35171336198 4467864911873 ;1.0
35171336194 4467848134657 ;1.2800000000000002
35171336194 4466774392833 ;1.3120000000000003
34634465282 4466774392833 ;1.3248000000000002
34634465410 4398071693313 ;1.3120000000000003
34634498178 4398105247745 ;1.2000000000000002
34634498178 4398172356609 ;1.0
34634465410 4398105247745 ;1.2800000000000002
34701574274 4398105247745 ;1.3120000000000003
35238445186 4466824724481 ;1.2000000000000002
35238445186 4467898466305 ;1.0
34701574274 4466824724481 ;1.2800000000000002
34701607042 4398642118657 ;-1.2800000000000002
34701607042 13194735140865 ;-1.2000000000000002
34701607298 13194735140865 ;-1.0
34701672578 4398642118913 ;1.3120000000000003
34701672582 4399715860737 ;1.2000000000000002
34701672582 4468435337473 ;1.0
34701672578 4399715860737 ;1.2800000000000002
35775414402 4467361595649 ;-1.2800000000000002
35775414402 4467361596161 ;-1.2000000000000002
35775415426 4467361596161 ;-1.0
268435585 6291456 ;1.771392
268435585 4398052802560 ;1.5248000000000002
8796093038721 4432408346624 ;1.4656
8796093038721 4432676782080 ;1.0
16513 4432408346624 ;0.4039611562328064
16513 4398048608256 ;1.856471611736064
16513 4398851817472 ;-1.2000000000000002
2113665 4398851817472 ;-1.0
103079264385 13194414260224 ;1.2000000000000002
103079264385 13194422648832 ;1.0
103079231617 13194414260224 ;1.2800000000000002
103079231617 4398321238016 ;1.3120000000000003
34359754881 4398321238016 ;1.9305349775360001
34359754883 4398321238016 ;1.6768
34359755139 4398329626624 ;1.2000000000000002
34359755139 4398346403840 ;1.0
34359754883 4398329626624 ;1.536
34376532099 4398329626624 ;-1.3248000000000002
34376532103 4398866530304 ;-1.2000000000000002
34376532111 4398866530304 ;-1.0
34376532103 4398866497536 ;-1.2800000000000002
34376532099 4398866497536 ;-1.3120000000000003
34376564867 4398329626628 ;1.3120000000000003
34376565123 4398329692164 ;1.2000000000000002
34376565123 4398329692676 ;1.0
34376564867 4398329692164 ;1.2800000000000002
34376630403 4398329626884 ;-1.2800000000000002
34376630403 4398329627396 ;-1.2000000000000002
34376761475 4398329627396 ;-1.0
103096107139 4398329757956 ;1.3248000000000002
103096107651 4535768973572 ;1.2000000000000002
377974014595 4535768973572 ;1.0
103096107651 4398330020100 ;1.2800000000000002
103096107139 4398330020100 ;1.3120000000000003
103632978051 4535768711428 ;1.3120000000000003
8899726000259 4536842453252 ;1.2000000000000002
8899726000259 22129028497668 ;1.0
103632978051 4536842453252 ;1.2800000000000002
103633240195 13331861733636 ;-1.2800000000000002
103633240195 30924047778052 ;-1.2000000000000002
104706982019 30924047778052 ;-1.0
17695819284611 13332935475460 ;1.3120000000000003
17695886393475 13332969029892 ;1.2000000000000002
17695886393475 13335116513540 ;1.0
17695819284611 13332969029892 ;1.2800000000000002
17695852839043 13335082959108 ;1.3120000000000003
17695919947907 13339377926404 ;1.2000000000000002
17695919947907 13347967860996 ;1.0
17695852839043 13339377926404 ;1.2800000000000002
17704442773635 13339377926404 ;1.3120000000000003
52888814862467 13614255833348 ;1.2000000000000002
52888814862467 83983000011012 ;1.0
17704442773635 13614255833348 ;1.2800000000000002
17979320680579 48523750015236 ;1.3120000000000003
88348064858243 49073505829124 ;1.2000000000000002
88348064858243 189810994184452 ;1.0
17979320680579 49073505829124 ;1.2800000000000002
18529076494467 118892494192900 ;1.3327872000000003
18529076496011 119992005820724 ;1.2000000000000002
18529076496011 119992005822772 ;1.0
18529076494987 119992005820724 ;1.2800000000000002
18529076494987 119992005820692 ;1.3120000000000003
18529076494475 119992005820692 ;1.3248000000000002
18529076494475 119992005820676 ;1.3299200000000002
18529076494467 119992005820676 ;1.3319680000000003
18529076495491 118892494193412 ;1.3299200000000002
18529076495515 119992005823236 ;1.2000000000000002
18529076495515 119992005823268 ;1.0
18529076495499 119992005823236 ;1.2800000000000002
18529076495499 118892494195460 ;1.3120000000000003
18529076495491 118892494195460 ;1.3248000000000002
18529076497539 118892494193420 ;-1.2800000000000002
18529076497539 259629982548748 ;-1.2000000000000002
18529076497555 259629982548748 ;-1.0
18529076497571 118892494193436 ;0.6649600000000001
19628588649635 118892561306396 ;0.6000000000000001
19628588649635 259630049661724 ;0.5
18529077021859 118892561306396 ;0.6400000000000001
18529077021859 118892494197532 ;0.6560000000000001
18529076497571 118892494197532 ;0.6624000000000001
19628588125347 259629982548764 ;0.6560000000000001
19628588649635 259629982552860 ;0.6000000000000001
19628588125347 259629982552860 ;0.6400000000000001
19628588649635 259630049657628 ;0.6000000000000001
4398314946561 6291456 ;1.2000000000000002
4398314946561 14680064 ;1.0
268435457 6291456 ;1.8464807419872533
268435457 2097152 ;1.834697085839705
3 2097152 ;1.935610888367146
4398046511107 2097284 ;1.2000000000000002
13194139533315 2097284 ;1.0
4398046511107 2097156 ;1.2800000000000002
3 2097156 ;1.6252672000000001
7 4398048608256 ;1.744137945088
7 4398317043712 ;-1.2000000000000002
15 4398317043712 ;-1.0
34359738375 4398048608264 ;1.3299200000000002
34359738423 4398317060104 ;1.2000000000000002
34359738423 4398317060232 ;1.0
34359738391 4398317060104 ;1.2800000000000002
34359738391 4398317043720 ;1.3120000000000003
34359738375 4398317043720 ;1.3248000000000002
34628173831 4398048608392 ;1.3299200000000002
34628190471 4398585512072 ;1.2000000000000002
34628190471 4398585512584 ;1.0
34628190215 4398585512072 ;1.2800000000000002
34628190215 4398585479304 ;1.3120000000000003
34628173831 4398585479304 ;1.3248000000000002
34628173847 4398048608648 ;1.3120000000000003
34628173879 4398048609160 ;1.2000000000000002
34628173879 4398048610184 ;1.0
34628173847 4398048609160 ;1.2800000000000002
34628174871 4398048609160 ;1.3120000000000003
34628191255 13194141631368 ;1.2000000000000002
34628191255 13194141664136 ;1.0
34628174871 13194141631368 ;1.2800000000000002
34628207639 4398048625544 ;1.3299200000000002
8830721229879 4398061208456 ;1.2000000000000002
8830721229879 4398077985672 ;1.0
8830721229847 4398061208456 ;1.2800000000000002
8830721229847 4398052819848 ;1.3120000000000003
34628207639 4398052819848 ;1.3248000000000002
35165078551 4398052819848 ;1.3120000000000003
35165144087 4398061208456 ;1.2000000000000002
35165144087 4398077985672 ;1.0
35165078551 4398061208456 ;1.2800000000000002
35181855767 4398061208456 ;1.3120000000000003
35181855799 4399134950280 ;1.2000000000000002
35181855799 4399135015816 ;1.0
35181855767 4399134950280 ;1.2800000000000002
36255597591 4398061273992 ;-1.2800000000000002
36255597591 4398061276040 ;-1.2000000000000002
38403081239 4398061276040 ;-1.0
36255728663 4400208757640 ;1.3299200000000002
36256252983 4400209021832 ;1.2000000000000002
36256252983 4400209025928 ;1.0
36255728695 4400209021832 ;1.2800000000000002
36255728695 4400209019784 ;1.3120000000000003
36255728663 4400209019784 ;1.3248000000000002
36255732759 4400208759688 ;-1.2800000000000002
36255732759 4400242314120 ;-1.2000000000000002
36255994903 4400242314120 ;-1.0
40550700055 4400209021832 ;1.3299200000000002
109270176823 4400243100552 ;1.2000000000000002
109270176823 4537682054024 ;1.0
40550700087 4400243100552 ;1.2800000000000002
40550700087 4400209546120 ;1.3120000000000003
40550700055 4400209546120 ;1.3248000000000002
40584254487 4468928498568 ;1.3332459520000002
9661310997559 4615025019784 ;1.2000000000000002
9661310997559 5714536647560 ;1.0
9111555183671 4615025019784 ;1.2800000000000002
9111555183671 4606435085192 ;1.3120000000000003
8836677276727 4606435085192 ;1.3248000000000002
8836677276727 4468996131720 ;1.3299200000000002
40584254519 4468996131720 ;1.3319680000000003
40584254519 4468929022856 ;1.3327872000000003
40584254487 4468929022856 ;1.3331148800000001
315462161431 4606367452040 ;1.3333193523200002
89384493945911 49136656010120 ;1.2000000000000002
89384493945911 189874144365448 ;1.0
19015749768247 49136656010120 ;1.2800000000000002
19015749768247 13952283921288 ;1.3120000000000003
1423563723831 13952283921288 ;1.3248000000000002
1423563723831 5156190899080 ;1.3299200000000002
324052096055 5156190899080 ;1.3319680000000003
324052096055 5156190374792 ;1.3327872000000003
324052096023 5156190374792 ;1.3331148800000001
324052096023 5156123265928 ;1.3332459520000002
315462161431 5156123265928 ;1.3332983808000003
315529270295 13402460474248 ;-1.2800000000000002
315529270295 13402460998536 ;-1.2000000000000002
17907715314711 13402460998536 ;-1.0
35499901359127 30994646518664 ;-1.3248000000000002
35499901359159 31552992267144 ;-1.2000000000000002
35499901883447 31552992267144 ;-1.0
35499901359159 31003236453256 ;-1.2800000000000002
35499901359127 31003236453256 ;-1.3120000000000003
105868645536791 30994647042952 ;1.3120000000000003
106968157164567 31544402856840 ;1.2000000000000002
106968157164567 172281891212168 ;1.0
105868645536791 31544402856840 ;1.2800000000000002
384 34361835520 ;1.586725377962148
896 34361835520 ;-1.0
384 2097152 ;1.9333240804817091
129 256 ;1.8885910528
16513 1792 ;1.2800000000000002
16513 768 ;0.16000000000000003
16515 2097924 ;-1.2000000000000002
17539 2097924 ;-1.0
16515 2097412 ;-1.2800000000000002
131 2097412 ;-1.3120000000000003
135 2097920 ;-1.2800000000000002
135 2098944 ;-1.2000000000000002
143 2098944 ;-1.0
16519 2097928 ;1.2000000000000002
68990009344 34359738496 ;-1.0
103347650560 137438969856 ;-1.2000000000000002
103347650560 137438969857 ;-1.0
103079215104 137438969856 ;-1.2800000000000002
103079215104 16384 ;-1.3120000000000003
4432408346625 16770 ;1.2000000000000002
4432676782081 16770 ;1.0
4432408346625 16514 ;1.5872000000000002
34361835521 16514 ;1.6258560000000002
34361835521 16512 ;1.8095636480000001
4432674684929 49536 ;1.2000000000000002
4432676782081 49536 ;1.0
4432674684929 16768 ;1.2800000000000002
34630270977 4398046527872 ;-1.3248000000000002
35167141891 4398046528384 ;-1.2000000000000002
35167141891 4398046529408 ;-1.0
35167141889 4398046528384 ;-1.2800000000000002
35167141889 4398046527872 ;-1.3120000000000003
34630271489 4398046527874 ;1.3120000000000003
34630304257 4398046527878 ;1.2000000000000002
34630304265 4398046527878 ;1.0
34630304257 4398046527874 ;1.2800000000000002
34630271493 4398050722178 ;-1.2800000000000002
103349748229 4398050722178 ;-1.2000000000000002
103349748229 4398050754946 ;-1.0
34630304261 4398050722186 ;1.3120000000000003
34638692869 4398050723210 ;1.2000000000000002
34638758405 4398050723210 ;1.0
34638692869 4398050722186 ;1.2800000000000002
34630369797 4398059110794 ;1.3120000000000003
34630500869 4398059110810 ;1.2000000000000002
34630763013 4398059110810 ;1.0
34630500869 4398059110794 ;1.2800000000000002
34630500869 4398059372938 ;-1.3299200000000002
35184148997 4399133639050 ;-1.2000000000000002
35184149013 4399133639050 ;-1.0
35184148997 4398059897226 ;-1.2800000000000002
34647278085 4398059897226 ;-1.3120000000000003
34647278085 4398059372938 ;-1.3248000000000002
34630500885 4398076150154 ;-1.2800000000000002
103349977621 4398076150154 ;-1.2000000000000002
103349977621 4398109704586 ;-1.0
34664055317 4398613021066 ;1.3299200000000002
35804906005 4405055472010 ;1.2000000000000002
44394840597 4405055472010 ;1.0
35804906005 4400760504714 ;1.2800000000000002
35737797141 4400760504714 ;1.3120000000000003
35737797141 4398613021066 ;1.3248000000000002
35737797141 13194706043274 ;-1.2800000000000002
17627923841557 13194706043274 ;-1.2000000000000002
17627923841557 13263425520010 ;-1.0
104457273877 30786892087690 ;-1.2800000000000002
104457798165 30786892087690 ;-1.2000000000000002
104457798165 65971264176522 ;-1.0
35288829362709 30789039571338 ;1.3120000000000003
35293124330005 30789039571370 ;1.2000000000000002
35301714264597 30789039571370 ;1.0
35293124330005 30789039571338 ;1.2800000000000002
35293124330005 30797629505930 ;1.3120000000000003
35430563283477 30797696614794 ;1.2000000000000002
35705441190421 30797696614794 ;1.0
35430563283477 30797629505930 ;1.2800000000000002
35430563283477 31072507412874 ;1.3120000000000003
35980319097365 31072507937162 ;1.2000000000000002
106349063275029 31072507937162 ;1.0
35980319097365 31072507412874 ;1.2800000000000002
105799307461141 31622263226762 ;-1.2800000000000002
105799307985429 31622263226762 ;-1.2000000000000002
105799307985429 172359751582090 ;-1.0
246536795816469 32721774854538 ;0.6659840000000001
246536796342837 32721841964426 ;0.6000000000000001
246536796342837 32721841968522 ;0.5
246536796340789 32721841964426 ;0.6400000000000001
246536796340789 32721841963402 ;0.6560000000000001
246536796340757 32721841963402 ;0.6624000000000001
246536796340757 32721774854538 ;0.6649600000000001
246536795817493 32721775378826 ;-1.2800000000000002
246536795817525 32721775378826 ;-1.2000000000000002
246536795817525 32721842487690 ;-1.0
246536862926357 32721775380874 ;0.6400000000000001
246536862926389 32721775380874 ;0.6000000000000001
246536862926389 32721775384970 ;0.5
2113536 34359738369 ;1.0
2097281 4398314946816 ;1.2000000000000002
2113665 4398314946816 ;1.0
2097281 4398314946560 ;1.749941612838912
16385 268435584 ;1.3248000000000002
49155 268435840 ;1.2000000000000002
49155 34628174208 ;1.0
16387 268435840 ;1.2800000000000002
16387 268435584 ;1.3120000000000003
34359754753 270532736 ;1.3120000000000003
34359754755 270565504 ;1.2000000000000002
