state;mask;score;visit count
34632368129;4501400453121;1;2
34628173953;4501931032705;1;1
172067127297;4638835212289;3;4
34628173827;4501394178051;4;6
34628173827;4501394161795;1;1
309237661697;4913442603009;0;1
34628173827;4501396258819;2;3
34359738375;4501127823367;0;1
17626545782787;30889404792835;1;1
34359738375;4501125742599;3;6
4466768085120;4501127823495;1;1
171798691843;13434657701891;0;1
34361851905;4501127839873;1;2
171798708225;4638564696193;2;2
34363949057;4501132034049;1;2
34359787521;4501125775489;1;2
34359787521;4638564728833;2;2
4467034423424;4501394178179;1;1
34361851905;4501127839747;1;2
34359754757;4501125742599;0;1
17626545799169;30889404809217;1;1
8830721196033;13298024054785;0;1
4466765988224;4501125742979;1;1
34359738379;4501125726223;0;1
35165044737;4639369986049;0;1
171798692097;4638564680065;0;1
8830721196033;13228767723523;0;3
34898706433;4433217847297;0;1
4604204974080;4638566825985;0;1
4398048624640;4432412557313;7;11
34361835523;4432408363139;26;51
34359771139;4432406298755;2;4
34628173827;4432674701443;2;6
34628190209;13228767723649;1;1
34359754755;4432406298755;1;1
34359820289;4432406364289;0;1
103079231489;13297218764929;0;1
171798691843;4638833115139;1;1
34361835523;4501396258819;0;1
34359738375;4501394161671;0;1
103081312257;13297220845697;2;3
103079231489;4501396275201;2;3
34359738627;4432406249863;0;1
34366029825;4432412557441;48;82
34628173953;4433213653121;1;2
34628190209;4433213669377;0;1
4398046527872;4638564696449;6;11
34361835523;4638566776835;0;1
17695265259521;30889406889985;1;2
103347650561;13297489281025;1;2
103079215233;4501127823491;1;2
103079231489;13297220861953;1;2
34628173953;13228769804417;0;2
103079231489;4501127872513;0;1
34359787521;4432676831233;1;1
34359754881;4432676798593;4;5
34896625665;4433213669377;1;2
34359754757;4432674701319;1;1
34896625665;4433211572227;1;2
34359787521;4432674734083;1;1
34359787521;13228767756289;1;2
34896625665;13229304594433;2;2
17626545799169;30820953767937;0;1
34359754881;4432674701443;0;1
34896625665;4434285314049;1;1
34896609283;4434285297667;1;1
35970351105;4503004774401;1;1
34359754755;4432676798467;0;1
34359754881;4432674734209;1;2
34896625665;4433211604993;0;1
34359787521;4432674734209;2;3
34896625665;4433211572353;1;2
4398317043840;4432676831361;0;1
13194407968896;13229304594561;1;1
4467036520448;4501396307969;1;1
4398317043840;4432676798595;0;1
4398317043714;4432676798595;1;1
4398317043716;4432676798471;0;1
34359754881;4501394178177;0;1
35970351105;13230378319873;1;1
34896609409;4434285297793;0;1
104152956929;4503004774401;1;1
103079215107;4501931032579;2;2
34896609409;13229304578177;1;1
34896609283;4501931032579;1;1
34896609283;4433213652995;0;1
103616086017;4501931048961;4;5
34896609283;13229304578051;1;3
103079231489;4501394178051;1;1
103079231489;4638833131521;0;1
4398585495552;4433213669379;0;1
34628173953;30820953751681;0;1
103079215361;4501125727105;1;1
34359738627;4432406250371;1;1
34359755009;4432406266753;0;1
103079215107;4638564679811;1;2
103079231489;4638564696193;0;1
103079215107;13297220845571;3;4
34359754755;13228501385219;0;1
34632368129;4433217847297;1;1
103347650561;4501933129729;0;1
103347650561;4501396258945;1;3
4398851817600;4433211605121;0;1
4398046511238;4433211555975;0;1
34361868289;4501127872513;37;61
4467839729666;4503004774403;1;1
4466770182146;4501400453123;1;1
4466768084994;4638835212291;1;1
4466765987846;4501394161799;1;1
4466768084994;4501933129731;1;1
4466768084994;4501396258947;1;1
13262859010050;13434926137347;1;1
13262859010050;13297489281027;1;1
4466768085120;4638835212417;1;1
4466768117760;4501396307969;1;1
34628190209;4501931048961;1;1
34630270977;4501933129729;0;1
13400297963520;13434926137347;0;1
34896625665;4501931048961;1;2
34359787521;4501394210817;2;2
34361851905;4501396275201;2;3
171798708225;4638833131521;0;1
171798708225;4638564728833;1;1
8830452776961;13297218797569;1;1
34361851905;4501127872513;1;1
34359754755;4501125775363;1;1
34359820289;4501125840897;0;1
4741643894912;4913442603137;1;1
4604473376768;4638833131649;1;1
4466765988224;4501127840129;0;1
13262861107200;13297493475329;0;1
4604207038464;4638566825985;1;1
34359754755;4501394178051;0;1
4604204941314;4639369986051;0;1
171798691969;4638564679811;0;1
34628190209;4501394210817;1;2
34359754881;4501125775489;0;1
34896609409;4501931032705;0;1
4398314962948;4432676798471;0;4
4466765988224;4501394162051;1;1
4466766004352;4501125742727;1;1
34628174081;4501394162049;1;1
172067127297;4638833115265;0;1
13194141646848;13229306691585;0;1
13194139549696;30820685332481;5;8
13194407968768;30820953751553;3;6
48378511622144;66005057404929;7;10
17626545782787;30820953751555;0;2
17626545782913;66005057405057;0;1
13400297963520;13434657718275;1;1
4879082848256;4913711038465;0;1
34361835523;4432676782211;0;1
17695265259521;30889404809217;0;2
34359739137;4432406250371;1;2
34359755009;4432406266243;2;3
13194139533952;13228499288961;1;1
34359738629;4432406249863;2;2
13262859010176;13297218749313;0;1
13194139533442;13228499272071;1;1
4398046512258;4432406251395;0;1
13194143727744;13228505563521;1;1
13194139549824;13228499321217;0;1
4398314963072;4501394178179;0;1
13194139533696;13228501369219;0;1
4604204941440;4638564696195;1;1
13262859010176;13297487184003;0;1
172067127297;4638833131521;1;4
34359739009;4432406266753;1;3
34359771265;4432406299009;1;3
34359738375;4432676782087;4;5
8830452760579;13229304578051;0;1
4467302858880;4501931032961;0;1
34359787521;4501125775363;1;1
34359754881;4501125742723;1;2
13262859010050;13434657718275;1;1
4467034423298;4501394210819;0;1
34359787521;13297218797569;1;1
171798708225;13434657718273;0;1
34628190209;13297487200257;0;1
4604204941568;4638564696449;0;1
34361851905;4501132034049;1;1
34361835649;4501132017793;0;1
34361835525;4501127823367;0;1
34628173827;13228767707267;0;1
4398048608640;4638566777217;0;1
240518168577;4638564679811;1;2
103079231489;4501125742723;2;3
8899172237313;13297218748547;2;2
4398046511238;4501125726599;0;1
103079231489;4501127839873;1;3
35165044737;4433213669377;2;4
34628206593;4432676831233;4;6
103079231489;4501127839747;1;2
48378511638528;66005059518465;7;12
13194139549824;13228767723905;0;1
34359738499;13297218748547;0;1
34359738375;13297218748423;1;2
34628173827;13297487183875;0;1
34359738499;4501394161795;1;1
34359754881;13228767723649;1;2
34361851905;13228769820673;1;2
13262859026432;13297218764931;1;1
4467034439680;4501394178179;0;1
34898706433;4501933129729;2;3
4467034423424;4501394210945;0;1
103083409409;13297225039873;0;1
26422638804993;30820685316103;0;1
34366029825;13297225039873;2;2
4466765987846;4638833115143;1;1
4467302858754;4501933129731;0;1
4398317076480;4432676831361;1;1
4398317043714;13228769820675;0;1
35433480195;4434285297667;1;2
34359738499;4433211555971;1;2
34359738499;4432676782211;1;1
34359754755;4433211572227;0;1
34361835523;4433213652995;2;3
4536290770944;4639369986051;1;1
4399925559296;4434285314051;0;1
35435577345;4434287394817;1;2
34366029825;4433217847297;1;2
34361851905;4433213669377;1;2
34361835649;4433213653121;2;2
4467571294208;4501933146113;1;1
34366029825;4432680976387;1;2
34361835649;4432676782211;0;1
34361835649;13228769804417;3;4
34361835523;13228769804291;6;6
17626547879937;30820955848705;1;3
171800788993;4638835212289;3;3
4467571294208;4501933129857;1;1
4398851817600;4434287394945;0;1
103079231489;4501394210817;1;2
34359820289;4432674799617;0;1
34370224129;4432689364993;1;2
4398319157248;4432689381377;1;3
103616086017;13298024054785;2;2
4398317043714;4432680992771;1;1
34359738499;4432406298755;4;6
4398317043840;4638835212417;0;1
103083409409;4501400453121;1;2
34898706433;13229306675201;6;6
103081312257;13297489281025;1;3
34366029825;13228773998593;1;3
4398314946944;4433211572609;1;1
4398314946944;4501394178433;0;1
35165044737;4433211572353;2;6
34630270977;4432676798593;32;60
34628206593;4432674734209;13;15
13194139549698;30820953767939;0;1
4398046527746;13228499288451;1;1
4398046560258;13228499320963;1;1
13194139549698;13228499320963;0;1
34361835649;4432408395905;15;31
8830454857729;13228501417985;11;26
4398046560258;4432412590083;16;30
34361835649;4432412557441;4;14
34361868289;4432412590081;33;56
4398314963200;4432674701699;1;2
13194407985152;13228767756417;0;1
4466772279296;4638839406593;1;1
4467304955904;4501933146113;1;1
4741645991936;4913713119233;0;1
4604204957696;4638566793219;0;2
34359754755;4432674701319;1;1
34359738379;4432674684943;0;1
34363932801;4501132017793;2;3
34359738499;4432412541059;0;1
34361851905;4432408395905;0;1
34361868289;4432408395905;28;54
17626545782787;30820687413251;0;1
34359754755;13228499288071;0;1
34628173827;30820953751555;0;1
8830452776961;13228499288195;1;1
4398046527494;4501125742727;1;1
4398046560258;4501125775491;1;1
4398046527494;13228499288199;0;1
35165044737;4501931048961;1;4
34359738505;4432406249615;2;2
34359754881;13228499288195;1;2
34896609409;4433211555971;1;1
34628173953;13228767707267;0;1
34359738753;4432406249863;2;2
103079215233;4501394161795;0;1
103079215233;13297218748547;0;1
8830452760705;13228499271815;1;2
34359738753;4432674685315;2;3
34359738501;4432674685063;1;2
34359754881;4432406265991;0;1
4467034423298;4501394162051;1;1
4398314946566;4501394161799;1;1
4398314946566;4433211555975;0;1
34361835649;13228501368963;1;2
17626545782913;30820685316227;0;1
34361851905;4432412557315;1;1
34630270977;4432680976387;0;1
4398046511234;4432406249607;2;4
34361835649;4432408346759;1;2
103079215233;4501125726343;2;2
34363932801;4432412541059;2;2
34359738501;4432408346759;2;2
34359738753;4432408347011;2;2
34359754881;4432406266243;1;1
34361835649;4432408347011;2;2
103079215233;4501125726595;1;1
34628173953;4432674685315;0;1
377957122049;4913442586627;0;1
34628173953;4432674685063;1;2
21990232555526;30820685316231;0;1
103347650561;4501394161671;0;1
4398851817474;4433211555975;0;1
34359738753;4501125726595;1;2
34361835649;4501127823491;1;2
34359738501;4501125726343;0;1
103079231489;4638564696067;1;1
103347650561;4638833115139;0;1
4398046527494;4432406265999;1;1
4398317043714;4501396258947;0;1
103079215109;4501125726223;0;1
34359738381;13228499271695;1;1
171798691845;4638564679687;1;2
34359738381;4501125726223;2;3
34361835525;13228501368839;0;1
4466768084994;4638566776839;0;1
4398046511118;4432408346767;0;1
103083409409;4501132017667;2;3
103081312257;4501127823367;1;1
34366029825;4432412541059;1;2
8830454857729;13228501368839;1;2
34361835525;4432408346759;1;1
34361851905;4432408363139;1;2
34630270977;4432676782087;0;1
8830454857729;13228501368963;1;2
4398046527618;13228501385347;14;30
34361851905;4432408363015;1;2
34361835529;4432408346639;1;1
34361835649;4432412541059;0;1
4466765987970;4501132017795;0;1
34366029825;4432412540935;1;1
4398046511238;4432408363143;0;1
34359754881;4432408363139;1;2
13194141630466;13228505563267;0;1
34359754757;4432406265991;1;1
103079215233;13297487184001;1;1
34361851905;13228501417985;1;1
34359754881;13228499320961;0;1
17626545799169;30820685332609;0;1
34361835523;13228505563139;2;3
103081312257;13297225039873;2;3
17626547879937;30820691607553;1;2
34370224129;13228513951745;0;1
35218733924353;66005059502081;1;1
34361851905;30820687429633;2;3
103081312257;30889406889985;0;1
17626549977089;30820691607553;1;2
34359738753;13297218748801;1;2
34359754881;13297218764929;1;1
34359738499;13228767707267;0;1
34628173953;13297487184001;2;2
17626545782913;30820687413377;1;2
17626545782913;30889404792961;2;2
34359738499;13228501368963;1;1
171798691969;13434657702017;0;1
34361835649;30820687413377;1;1
35218731827329;66005057405057;0;1
17626545782787;66005057404931;1;1
17626545782913;30820685332609;4;6
13194139549824;13228501385347;5;9
13194139582464;13228505612289;0;3
103079215233;13297218748801;0;1
13194143744000;13228505612289;10;15
30786325594112;30889406906369;5;8
34361851905;13228505579521;2;2
13331582681088;13434663993345;1;1
13194412163072;13228774014977;1;1
30786329772032;30820691607555;1;1
13262863204352;30889411084289;0;1
13194139549952;13228501385601;4;7
13194139549824;13228505579649;2;6
34361851905;13228501385345;0;1
34366029825;13228505563265;0;1
13194139549824;13228501418113;5;10
52810917871617;66005057405057;0;1
17626545799169;30820685365249;1;1
34359754755;13228499320835;0;1
34366029825;30820691607553;0;1
13262859010050;13297218764931;1;1
13262859010050;13297220861955;0;1
30786594013184;30820953800705;0;1
34366029825;4432412541313;1;1
34361836033;4432408347521;1;1
34630270977;4432676782465;0;1
103081312257;4501396258819;1;2
34898706433;4433213652995;0;1
34361835525;4432676782087;0;1
13194407985152;13230378336257;0;1
34359738501;13228499271815;0;1
34359738753;13228499272067;2;2
13194143727618;13228505563267;0;1
34359739009;4432406250371;1;2
34359738501;4432406249863;0;1
240518168577;4638833131521;5;15
34628174081;4432674685825;0;1
34359738627;4432674685315;0;1
4604207038464;4638835212417;1;1
4604204941314;4638833115267;0;1
34359754755;4501125742599;1;1
34628173827;4501394161671;1;1
34359738499;4501125726343;0;1
34359738381;4432406265871;0;1
240518168577;4638833115139;0;1
103616086017;4501933129729;1;2
8830452793345;13228499320835;4;5
34359836673;4432406364163;3;5
34359738375;4638564679687;0;1
4398046527618;4501125775491;1;1
13194139549824;13297220862081;0;3
34361868289;4432408395779;103;205
34628173953;4432676782465;0;1
4466766020736;4501394210945;0;1
4466770182146;4501132017795;1;1
4604204941314;4638564680067;0;1
30786325594112;30820687429635;3;7
13194407985152;13297489297409;10;15
34628173953;4432674701697;2;4
4398048624896;4432408363395;1;1
34359771265;4432408395905;2;4
34361835649;4501396258945;1;1
17695265259521;30889673228289;1;2
52810917871617;66005057421313;1;2
13194143744000;13228505579523;2;5
34628173827;4432676782211;0;1
34359902209;4432406495233;0;2
34361835523;4501132017667;1;1
34370224129;4501140406273;0;1
13262859026432;13297225056257;0;2
34366029825;4501132017667;1;1
171800788993;4638566776835;2;2
4466774376450;4501140406275;0;1
13263127445504;13297489297409;0;1
309239742465;4913444683777;1;2
34361835649;4638566776961;1;2
34366029825;4638570971137;1;1
4604473376768;4638835212417;0;1
4741643894786;4913444683779;0;1
34359820289;4432406364163;1;1
34359754881;4432406298755;0;1
103081312257;4501127839747;54;126
240518168577;4638564696067;1;3
17695265259521;66073776881665;2;2
17626814218241;66005325840385;1;1
13194139549824;66005057421441;0;1
240518168577;13434926137345;1;2
103079215107;13297487183875;2;2
103079231489;30889404809217;1;2
35287451303937;66073776881665;0;1
13331846922240;13434926137347;0;1
17695265259521;31026843746305;1;1
103081312257;13434659799041;0;1
35165044737;30821490622465;0;1
34359738753;13228767707521;0;1
34359738375;4432412540935;1;1
8830452760579;13228505563139;0;1
34359738375;13228767707143;5;6
13194407968776;13228767707151;1;1
13263127445504;13297487183879;1;1
4398853914624;4433213653123;0;1
4398317043840;4432676782215;1;1
4398317060096;4432680992771;1;1
13194410065920;13228769820675;0;1
13194410065920;13228769804295;1;1
30786594013184;30820953751559;1;1
13194407968896;13228767707271;0;1
34896609283;4433211555971;0;1
4467034423424;4501931032707;1;1
4398851817600;4433211556227;1;1
4398314946692;4433211555975;1;1
4535753900160;4638833115267;0;1
34896609283;4433211555847;0;1
4398853914624;4433217863681;0;1
4398046593026;13228499386371;0;1
8830721196033;13228767707143;0;1
34363932929;4432412541313;1;2
34359739137;4432408347521;1;1
13194141630592;13228505563521;0;1
4398048608386;4638566776963;0;1
34636562433;4432689364993;0;1
17626545799169;30820687429633;0;1
4398046560384;4432676831361;7;12
13194139549824;13229304594561;0;1
13194139533442;30820685316483;0;1
13262859026432;13297220894721;9;14
13262859026432;13297220862081;5;8
13194139549698;13297220861955;6;16
30786325594112;30820687429761;1;4
4398314963072;4433213669505;1;5
13194139549698;13228501417987;14;29
13194139549698;13228501385347;18;34
13194139615232;13228501483521;4;8
13194407985152;13228769820801;5;8
13194139582464;13297220894721;0;3
4466766036992;4501127872641;4;6
4398050754560;4501132066817;2;4
13194139582464;30820687462401;3;7
103081312257;4501132034049;9;22
4535489675264;4638570987521;1;3
4398059110400;4432420946049;1;3
4398050754560;4432420978689;1;3
4398050721920;4501132034177;2;4
171800788993;4638566793217;6;17
4398314962946;4432676798595;7;20
4398050722048;4432412557697;1;3
13194143744000;13228513968129;2;3
34359738375;4432406265991;1;4
34359738375;4432674701319;9;10
103079215107;4501394178051;4;7
4398851833856;4501931048963;2;2
4398314963072;4432674734211;1;1
4398052818944;4432412590083;1;1
4398314963072;4432674701447;0;1
4398048624644;4501127839751;0;1
4398046560384;4432408395907;1;4
8830452760579;13228499320835;0;3
13262859026432;13297487200385;3;3
4741643911168;4913442603137;1;1
4467034439680;4501396275329;1;3
4398048624642;13228501385223;1;1
4398046527618;13228499288199;0;1
8830721196033;13228767756289;3;5
103347650561;4501394210817;2;4
4398046625792;13228501483521;2;5
4398046560384;13228501418113;6;10
34628206593;4433211604993;5;7
34628173827;4433211572227;3;5
103079215233;4501125775489;2;4
4466768101376;4501127839751;0;1
34359836673;4432406364289;5;7
4398046593152;4432406364545;0;1
4398314963072;4432676831361;9;16
13194139549824;13228499386497;1;1
13194139549824;13228767756417;0;1
13262859026432;13297218797571;0;1
13194139549700;13228501385223;5;9
13194139549698;13228769820675;168;341
4466766004226;13297218797571;1;1
4398315094016;4432674930689;0;1
4398851833856;4433211572355;0;1
4398314962948;4432674701447;0;1
34363965441;4432412590081;1;3
13194139549698;13297218764931;0;1
4398856011776;4433217847299;1;1
13194407968772;13228769804295;1;1
13194139549700;13228499288199;1;1
34628173827;13228769804291;0;2
34359754755;30820685332483;3;3
30855045054464;30889404809219;1;1
34628173827;13228767707143;1;1
65970697666560;66005059502083;1;1
13194141646848;30820687429635;1;1
13194407985152;13228767756291;0;1
240518168577;13434657702017;1;3
13194407968896;13434926137473;0;1
13262863204352;13434663993345;1;1
30855045054464;30889411084289;1;1
13400297963520;13434659815425;0;1
240518168577;13434657718273;7;16
13194139582464;13434657751041;0;2
34359738375;13228499271815;1;1
13194143727744;13228773998721;0;1
103347650561;13297487183875;0;1
34359787521;13228499320961;0;1
13400297963520;31026843746433;1;1
13263127445504;13297489281153;0;1
17626547879937;66005059502081;1;2
87995289960449;136373801582593;1;1
17626545799169;66005057421313;0;1
52810917871617;66005059502081;1;1
17627082653697;30821490622465;0;1
52810917871617;66005325840385;0;1
30786594013184;30821492719617;1;1
13194407985152;13228769820675;3;8
17626814218241;30820953751681;0;1
34630270977;4501400453121;0;1
4398048608640;4432408347523;1;1
13194139533696;13228499272071;0;1
4466766004226;4638566793219;2;3
4604204941314;4638566776963;0;1
4398046511366;4501125726599;1;1
4398046527494;4432406266247;1;1
4398583382022;4433211555975;0;1
4398851817474;4433211556227;0;1
4398046511118;13228501368847;0;1
4398851833856;4433213669379;10;17
4398851817476;4434285297671;0;1
34361851905;4432408363393;1;1
17626814218241;30820953751555;1;1
34628173829;13228767707143;1;1
35165044737;13229304578051;0;1
13262859026432;13298024071169;0;1
103079215107;4638564696067;1;2
377957122049;4913442603009;0;1
34359754755;4432674734083;1;2
34361851905;4432676831233;1;1
4398851850240;4433211605121;0;1
4398317043840;4501396258947;1;1
4467036520448;4501400453123;0;1
13194407968896;13228767707523;0;1
13263127445504;13297489281027;1;1
13194412163072;13228773998721;1;1
13194412163072;13229310869505;1;1
13194412163072;13297493475329;0;1
4398851817474;4433217847299;0;1
13262859010176;13297218748551;0;1
103079247873;4501125775363;2;4
8899172237313;13297218797569;5;7
26422638804993;30820685365249;3;5
8830452760705;13228499320961;6;8
4398046560512;13228499321217;1;1
21990232604672;30889404841985;1;1
4398314995712;30820953800705;1;1
4398046625792;13297218863105;1;1
4398046625792;13228499386497;1;1
4466766036992;30889404841985;1;2
21990232604672;30820687462401;1;3
4398048657408;13228501418113;1;1
4398314995712;13297487233025;0;1
4398048624768;13228501418113;1;1
4398046527618;13228499320963;0;1
4398314963072;13297487200385;0;1
39582418649088;66005057454081;0;1
4398314962946;13228769820675;27;46
13194139615232;13297218863105;1;2
13262859026432;30889404841985;0;1
13194139549698;13297487200259;1;1
13194141646848;13297489297409;0;1
30855045054464;31026843762689;1;1
4604473376768;4638833164289;1;1
4467034423298;4501931048963;0;1
4604207038464;4638566793219;0;1
34628190209;13228769820673;2;3
34359787521;13228501417985;2;3
34363949057;13228505579521;1;2
30786327674880;30820691623937;0;1
4398048608640;4501127840129;1;1
4466768085120;4501396275329;1;1
4398052835328;4432420978689;0;1
34628173827;4432676782087;0;1
13194145824768;13228505612289;1;1
13194141630466;13228769820675;1;1
13194141630592;13228501418113;0;1
34363932801;4432680976513;2;2
34900803585;4433217847297;2;2
34372321281;4432689364993;1;2
34372321281;4432420945921;2;3
34363949057;4432420945921;1;1
34372321281;13228513951745;0;1
4398317043840;4433217847425;0;1
34363932675;4432420929539;0;1
34372321281;4501140406273;2;3
4398048624768;4432420946049;1;1
171802886145;4638570971137;1;2
4466768085248;4501132018049;1;1
4466768101376;4501132066817;0;1
4741645991936;4913448878081;0;1
103083409409;4501140406273;0;1
4398585479296;4433213653123;1;1
4398585479170;4433213653123;0;1
4398048624642;4501127839875;0;1
4398048624768;4432412557443;1;1
34632368129;13228773998593;5;5
34359738753;4501127823745;0;1
4398048624642;4432420945923;0;1
34359820289;4432408461313;1;1
34628190209;4432676831233;0;1
4398052802688;4501132017795;1;1
4398048624768;4638566793345;0;4
4466768084996;4501127839751;1;1
4466772279296;4638570971139;0;1
34363932675;4432412541059;2;2
4398052802688;4432412557443;1;1
4398048608640;4432676798849;1;1
4398317043840;4501396275329;0;1
13194141646848;13228769820801;0;1
4466768101376;4501132034177;1;1
4398048657408;4432408395907;0;1
34359787521;4432408395779;1;1
34359754757;4432408363015;0;1
4398853914624;4433226235905;0;1
4398314962948;4501394178055;0;1
13194407968770;13434926137347;0;1
103079215109;4501394161671;1;1
35970351105;4434287394817;0;1
13194407968896;13228769820801;1;1
4467034423424;4501931049089;0;1
4535485464960;4638833115521;0;1
4466768101376;4501396275329;2;2
4466768101376;4638566793345;1;1
4467034439680;4638833131649;0;1
4398314963072;4501394210945;0;1
13194412163072;13228773998595;1;1
13194407968896;13297487184003;1;1
13194407968896;13229304578179;0;1
8899172237313;13434926137345;0;1
34359738753;4501394162049;2;2
171798691969;4638833115265;0;1
13263127445504;13297487184257;0;1
34359754881;4501125742977;0;1
4398052802562;4432412541063;1;1
4398048624642;4432412557443;1;1
4398048608262;4432408347015;1;1
4398048608262;4501127823495;0;1
103079215233;4501127823745;0;1
35165044737;13229306675201;1;2
17626814218241;30820955848705;1;2
34632368129;4432680976387;1;1
35165044737;4433213652995;1;1
34628173829;4432676782087;0;1
4398048624642;4433213669379;0;1
4466768085120;4501140406401;1;1
4466776473600;4501140422657;0;1
4467036520448;4501408841729;0;1
4466768084996;4501132017671;0;1
4398046527746;4432674701699;1;1
13194139549952;13228499288961;0;1
4398314963072;4432676798595;8;12
4398314962946;4432676831235;20;37
4535755997184;4638835212291;1;1
4467036520448;4501396258823;1;1
4398317060096;4501396275203;0;1
4398319140868;4432680976391;1;1
4398319140992;4432680992897;1;1
4398856011776;4433217863681;0;1
13194407968896;13229306675329;1;1
13194407969024;13228769804673;1;1
13194944839680;13229306675203;1;1
13263127445504;13298026151937;1;1
4398319140992;4432680976515;1;1
4398319141120;4432680976769;0;1
4398319157248;4432680992771;9;15
103616086017;4503004774401;1;1
37044092929;4436432781313;0;1
4398851817476;4433213652999;0;1
103616086017;4501931032579;0;1
34363932677;4432412540935;1;1
34372321281;4432420929539;0;1
103079215233;4638566776961;0;1
4466768084996;4501396258823;1;1
4466768085248;4501127823747;1;1
4467304955904;4501933129731;0;1
4604207038464;4638835228673;0;1
13262859026432;13297218764807;0;1
4466766004352;4501396275329;5;9
4398583398528;4433213669505;4;8
13194139549824;13228769820801;3;7
35165044737;4433211572227;4;6
34628206593;4432674734083;2;5
4398583398402;4433211572231;0;1
4398048657408;4433213702145;1;1
4466768101376;4501396275203;0;1
35701915649;4434285314049;1;3
103347650561;4501931048961;1;3
34630270977;4433213669377;0;2
4535485481088;4638564728961;1;1
4398048624768;4501127872641;1;1
4466766004352;4501125841025;0;1
34359738753;13228499288449;2;5
13194407985152;13228769853441;16;23
34898706433;4433213653121;1;1
34359738381;4432406249615;1;1
34361835525;4432408346639;1;1
8830452760581;13228499271815;0;1
34359754757;4432406265871;0;1
34628173953;4432680976513;0;1
34359787521;4432406298755;1;1
4398046511746;4432406266755;1;1
4398583382146;4433211556227;0;1
13194407968770;13228767707523;1;1
13194139533570;13228499288451;0;1
13194141646848;13297220894721;0;1
13194944839680;13298024054787;1;1
48378780057600;66074045317121;0;1
4604204941440;4638564680577;1;1
4466768085120;4501127823747;0;1
35970351105;4434285297667;1;1
34896609285;4433211555847;1;1
4398314963072;4501931049089;1;1
4398314963072;13229304594561;1;1
4398317060096;4501933146113;0;1
4398317060096;4433217863681;1;1
13194410065920;13229306691585;0;1
8830989631489;13230378319873;1;1
34898706433;4434287394817;0;1
4398317043968;4432676798849;1;1
13194410065920;13228769820801;0;1
8830452760705;13228769804417;0;1
34359738753;4432676782465;0;1
4398314962946;4501394178179;0;1
240518168577;31026843746305;2;2
65970697666560;66211215835137;1;1
30786594013184;30889673244673;0;1
34372321281;4432420929665;2;3
34632368129;4432680976513;2;3
4398048608640;4432412541315;1;1
4398048608640;4432680976769;1;1
4398048608640;4432420929921;1;1
4398317043968;4432680976769;1;1
13194141646848;13228505579523;1;1
4398048657408;4432412590083;1;1
4398048608386;4432420929667;0;1
4398057013248;4432420945923;0;1
4398317043840;13228773998721;0;1
13262861107200;13297225040001;0;1
13194678501376;30821492719617;0;1
13194141663232;13228769853441;0;1
4535485481088;4638566793345;3;7
4535485464960;4638564680067;0;1
13194139549824;13228767723651;0;1
4604204941440;4913711022209;0;1
13194944839680;13229304594561;0;1
34628174081;4433211556225;1;1
103347650561;4501931032705;1;2
35701915649;4434285297793;1;1
34630270977;4433213653121;1;1
34628190209;4433211572353;0;1
34628173827;4433211555971;0;1
13194139549824;13297218797697;1;1
30786325594112;30889404841985;1;1
13331578503168;13434657751041;1;1
4466766004352;4501125742979;1;1
4398314963072;4432674701699;1;1
4398314963072;4432676798849;5;9
4398046528128;4432408363905;7;11
13194139549824;13228499288451;0;1
4398046527872;13297218765185;1;1
4398046527618;13228499288451;0;1
4466768085120;13434659799169;0;1
4398314946944;13228767723905;0;1
4398046527618;13228767723651;0;1
17626545782787;30820685316227;1;1
4398583382400;4433211556227;0;1
34628190209;4432674701697;1;1
34359755265;4432406266753;0;1
34361835777;4432408347521;0;1
13194407968896;13228769804419;1;1
13195481710592;13230380417025;1;1
13194407968770;13229306675203;1;1
30786594013184;30820960043009;1;1
48378780057600;66005327937537;0;1
13194416357376;13228782387201;0;1
4398314946566;4501396258823;0;1
13194944839680;13298026151937;0;1
34366029825;4501400453121;1;2
4604473376768;4639372083201;1;1
4604473376768;4638839406593;0;1
4467038617600;4501400469505;1;1
4467034423424;4638835212417;1;1
4467034439680;4638835228673;1;3
4467034423424;4501933129857;0;1
4467038617600;4501400453123;1;1
4467034456064;4501396307969;0;1
35970351105;4434285297793;1;1
4398314946690;4433211572355;0;1
4398317043714;4433213669379;0;1
35433480321;4434285297793;0;1
13194141630592;13228773998721;1;1
13194139533570;13228501369219;1;1
4398046511366;4432406250375;0;1
4467302858754;4501931048963;0;1
4398050705538;4432412557443;0;1
22058952032384;30889406890113;0;1
4398317043840;4433213653123;0;1
4535753916416;4638833164289;1;1
103347650561;4501400453121;0;1
13194141630720;30820687413633;0;1
4466770198528;4501132034177;0;2
240518168577;4638835212289;2;4
4604204941314;4913444683779;0;1
4398048608262;4432408363143;0;1
13194410065920;13297489297409;1;1
34363932801;4432420929665;1;1
34380709889;4432437706753;0;1
4398314995712;4433213702145;6;11
13194141646848;13228769853441;1;1
4398048624642;4501127872515;0;1
34359771141;4432406298631;2;4
4398048624642;4432676831235;0;1
34359771265;4432406364289;1;2
34361868289;4432408461313;0;2
4398583398402;4433211604995;0;1
4398317043840;4501933129857;0;1
446676598785;13709535608833;1;1
17763984736257;31026843746305;1;1
446676598785;4913711022081;0;1
4398314995712;4432676831361;2;5
13194139582464;13228769853441;5;8
4398050754560;4432412590209;0;2
30786325594112;30820687462401;4;9
4398314946690;13297487184003;1;1
4398317043714;13229306675203;0;1
