state;mask;score;visit count
4535485480960;13434657718272;11;22
4398046560256;13297218797568;5;15
13194141630464;30820687429632;0;1
4398046593024;4432674799616;0;1
13262859010048;13434926137344;0;1
8899172253696;13434659815424;1;1
4535485497344;4638564728832;0;3
4398046511233;13228499288193;14;31
35165044737;4501931032705;0;1
4535487561728;4638566776960;9;15
34359738753;13228501369217;1;2
4398052802560;4501132017792;7;13
34628173953;4432676782211;0;1
4398046560256;4432406299008;0;1
4398046511107;4432676782083;0;2
4398046560256;30820685365248;3;7
4398046560256;4432406298627;7;21
4398046527492;4432406265863;9;23
4398046511233;4432674701441;0;2
13194141630464;13228505563137;3;7
13194141630464;30820955848704;0;1
57174604644352;66005057405056;2;5
21990232555521;30820685316225;8;21
22058952032256;30889404792960;6;11
22127671508992;31026843746304;0;4
103083409536;4501400453248;2;2
103079231616;4501132034176;0;1
4398851817472;13229304594432;1;5
103351844864;4501400453248;1;2
4398046527616;4501125775488;0;4
4604204941312;13434657701889;16;23
4398046511488;4501127823744;4;10
4398046511488;4638564680064;20;31
4398048608384;4638566776960;0;5
103347650688;4501396258945;1;1
4398046511104;13228499271680;1058;2000
4398314962944;13229304594432;4;9
21990500990976;30820953767936;6;10
26423175675904;30821492719616;0;1
8830989631616;13229304594560;1;1
26422640902144;30820955848832;2;2
8830454857856;13228773998720;1;1
8830454857729;30820955848705;1;3
8830454874112;13228774014976;0;1
4398314946561;13297487183873;27;46
8899709108224;13298024054785;2;5
44014826946560;66005327937536;0;1
26422640902144;66005327937536;1;2
26422640902144;30821492719616;1;2
26423175675904;30890210099200;2;3
61607010893824;66074045317120;1;2
26422638804993;66005325840385;2;2
26422638805120;30821490622592;2;2
26422638805120;66005325840512;2;2
26422640902144;30889675325440;0;1
8899172237440;13297487184001;3;6
8899176431616;13297493475328;3;3
8899172253696;13297489297408;2;3
8899172237314;13297487183875;5;8
26491358281728;30889675325440;1;2
8899174334464;13297489281025;6;9
9036611190784;13434928234496;1;3
26491358281728;30889673228289;32;59
26422638821376;30821490638848;0;1
8830454857729;13228769804417;0;1
4398050721792;13228505579520;8;13
4398046527489;13228499288193;14;28
4398046527616;30820685332608;3;7
8899172253696;13297487200257;0;3
4466765987968;13434657702016;5;9
4466765987841;13434657701889;3;7
8899172237313;13297487200257;5;7
8830989631744;13229304578432;0;1
4398046527489;13228499320833;3;6
4398046511107;13228499288067;21;41
4398046511361;13228499272065;15;29
4398046511107;13228767707139;2;10
8830452809728;13228499320835;0;3
26422638821376;66005325856768;0;1
8830454874112;13228501385345;3;5
8830456971264;13228505579521;3;6
8899172253696;13297220861953;2;5
8830452809728;13228499320961;1;4
4466765987841;30889404792833;107;216
4398046527489;30820685332481;30;80
4398048608257;30820687413249;166;314
26422638804994;30820685332483;7;15
61607010893824;66005059502081;10;25
61607010893824;66073776881665;5;16
26422907240448;30820953767937;4;11
4466765987841;13297218748419;13;29
4398046511109;13228499271687;14;30
4398046511233;13228499271811;35;56
4398046511233;13228767707265;7;16
21990232555521;30820953751553;8;18
4398046511107;13228501368835;13;29
26422638804996;30820685316103;34;63
8830452777088;13228501385345;3;6
8830721212416;13228769820673;4;5
8830452809728;13228501417985;5;7
4398046527489;13228499288067;5;18
8831258066944;13229304578177;1;3
4398046527616;13228767723648;2;6
4466766004224;13297487200256;2;6
4398046560256;13228499320960;3;7
21990232571904;30820687429632;1;5
8899172237313;13297487183875;4;5
8830452760705;13228767707267;0;1
39582420697088;66005059502080;3;6
22058952032256;30889404809216;5;9
8899172253696;13297218764803;3;5
8830721212416;30820953767937;3;6
26560077758464;31026843746305;26;46
8830452760960;13228501385600;0;1
4398048608257;13228505563137;6;10
4398056996864;13228513951744;8;12
8899172237313;13298024054785;0;1
8899172237313;13297220845571;1;2
8830452760705;13297220845697;2;2
8830452776961;13297220861953;3;4
8830721196033;13228769804291;4;5
8830452760579;13297220845571;0;1
8830452776961;13228501385219;1;2
8830452760581;13228501368839;4;5
8830452760705;13228501368963;0;1
8899172253696;13297225056256;0;1
21990232571904;30889404809216;10;21
21990234652672;30820691607552;7;11
4466768084992;13297225039872;3;7
8899176431616;30889411084288;2;2
8830465343488;13297233428480;0;1
4466768084992;30889406889984;7;11
4398052802560;30820691607552;4;8
26422638821376;30820687429633;18;37
26422638821376;30820691623936;1;1
26422638805120;30889406890112;0;1
26422638805120;30820687413377;30;55
26422638804993;30820691607553;0;1
8830721212416;30820955865088;0;1
26422642999296;30820691607553;27;50
44014829043712;66005063696384;0;1
4466770182144;13297225039872;14;20
8830723293184;13297493475328;5;5
8830454874112;13297225056256;0;1
8830454890496;13297220894720;1;2
8830454857729;13297220861953;3;12
8830723293184;13297489297408;1;2
8967893811200;13434659815424;1;2
26422640902144;30889406906368;1;2
8830454857729;13434659799041;0;1
8830459052032;13434663993344;0;1
8899709108224;13298024071168;2;4
26423175675904;30821490638848;1;2
8899172237314;13297220845571;0;2
8830721196160;30820955848832;1;1
8830454857729;13228769820673;13;33
4604204941312;13434926137344;1;4
21990232555521;30820687413249;19;36
4604204941312;31026843746304;8;12
39651138076672;66073776881664;1;4
26422638804993;30889406889985;1;2
8967891714049;13434659799041;0;1
61607010893824;66211215835136;1;2
26422638805120;31026843746432;0;1
8967891730432;13434926153728;0;1
8830989647872;13298024071168;0;1
26422638821376;30889673244672;0;1
26422638837760;30820953800704;1;1
26423175675904;30821490622592;2;2
26422638804993;30820953751681;1;2
61607010893824;66005325856768;1;1
26422638821376;30820955865088;0;1
26422638805120;30820953768064;0;1
26422638805248;30820953751936;1;1
26560077758464;31027112181760;1;2
26423712546816;30822564364288;0;1
8899172237568;13297487184256;1;2
26423175675904;30821490622465;43;75
8830452777216;13228767723904;0;1
22058952032256;30889673228288;7;11
57174604644352;66005325840384;11;15
96791382982656;136374070018048;0;1
8899172253696;13297220862080;2;2
8899172237313;13297220845697;6;7
9036611190784;13434659799168;0;1
8830721196160;30889673228416;0;1
8830721196033;30889673228289;0;1
8830452777088;13228499320961;2;4
26422638804994;30820685316103;1;3
26560077758464;31026845843456;0;1
8830459052032;13228773998593;1;3
92358976733184;136373801582592;8;11
22058952032256;66073776881664;1;4
8830456971264;13228505612288;0;1
8830452776961;13228767723649;0;1
26422638804994;30820687413251;16;34
26422638821376;30889406906368;2;2
57174604644352;66005057404929;8;12
8899709108224;13298026151936;2;3
9036611190784;13434926137472;3;5
8899172237440;13297489281152;1;2
26491358281728;30889673228416;0;1
26422638805120;30889673228416;0;1
8830721196160;13228767756416;0;1
4398046560256;13228501417984;7;12
8830452777088;13228505579648;0;1
44014824849536;66005057421440;1;1
8830452793472;13297218797696;1;2
8830721196160;13228769820800;0;1
8830454890496;13228501417985;3;4
8830452858880;13228499386369;0;1
4398317043840;13434928234624;0;1
8830454857856;13229306675328;0;1
8830456955008;13228505579648;1;1
8830456954882;13228505563139;2;3
8899176431616;13297225056256;3;5
26422907240448;30820953768064;0;1
57174604644352;66005059502080;4;8
79199199035392;136373803679744;1;1
8830723293184;66005327937536;2;2
8899174334464;30889411084288;0;1
57174604644352;66005057421312;5;9
8830452777088;66005057421440;1;1
8830452777216;30820685332864;1;2
8830452776961;66005057421313;0;1
8830721196160;30820953751936;0;1
8830454857729;66005059502081;0;1
8830452809728;30820687462400;0;1
8830721212416;30820953768064;1;2
8830454874112;30820687429760;0;1
8830721212416;30889673244672;1;1
21990232555521;66005057404929;4;7
21990232555648;66005057405056;3;6
44015093284864;66005325840385;0;2
114383569027072;136373801582720;0;1
57174604644352;66073776881664;8;11
8830452777088;30820687429760;1;2
44014824849536;66005059502208;0;1
8830454857729;30820687413377;1;1
8830452793345;13228499320961;8;9
8830721196033;13297487184001;1;2
39582418600064;66005057405056;4;9
4398046511488;30820685316480;3;7
4398046511488;13228767707520;8;12
8830721212416;13228767723649;1;4
8830723293184;13228769820800;1;1
8830721196033;13228767707521;0;1
4398046511233;13228501368961;14;30
8830721196033;30820953751681;2;2
8830452760833;13228499288449;1;4
8830721196288;13228767707521;2;3
8830721228800;13228767756416;0;1
8899174334464;30889406890112;1;1
8899176431616;13297225040000;2;2
26422638804993;66005057405057;0;1
8830452760833;30820685316481;0;1
8899440672768;13297487184001;1;4
8899172253696;30889404809344;1;2
8899172237568;30889404793216;1;1
8899440672768;30889673228416;0;1
8830452776962;13297218764803;4;6
8830452777088;13297218764929;7;9
8830454857856;30820687413377;1;4
44014824849536;66005057405057;1;3
8830452760960;13228501369217;2;3
8830452760706;13228499272067;3;5
8830452777088;13228499288449;1;3
26422638821376;30820685332483;53;90
8830452809728;13297218797569;1;4
26422638821376;30820685332609;81;158
8967891714049;13434657718273;1;4
8830452760582;13297218748423;3;5
8830721196034;13297487183875;0;3
4398046527489;13228501385217;10;25
61607010893824;66005325840512;0;1
4398046511488;13228499288448;0;3
8831258066944;13229310869504;0;1
8830452776961;30820685332609;2;2
8899174334464;13434659815424;0;2
8830454857856;30820691607680;0;1
4467302858752;13298024054784;2;5
8830452793472;13228499321216;1;2
8830721196160;13297487200384;3;3
8831528599552;13230380417024;1;1
8830454874112;13229306691584;1;2
8830454874112;13228769820800;0;2
8899174334464;30889675325440;0;1
8899172270080;13297218797696;1;3
8830452793600;13228499321216;0;1
8830721212416;13228767723523;3;6
8830454874112;13228501385219;2;5
26422638821376;30889404809217;15;31
8830452776964;13228499288071;4;6
8830721212416;13297487200257;3;6
8830452777088;13228499288195;4;7
8830454874112;13297220861953;1;4
8830452776962;13228501385219;0;2
8967891730432;13434657718273;1;4
4398314946563;13228767723651;1;1
4604204941313;13434657718275;1;1
4398046511115;13228499288079;0;1
21990232555521;30889404792833;13;28
44014824849410;66005057404931;1;4
4466766020609;13434657751041;1;1
4604204941313;13434926153729;0;1
8830452776962;13228767723523;1;4
8830456955008;13228505563265;1;3
39582418616320;66005057421312;7;12
96791382982656;136373801598976;1;1
26422640902144;66005059518464;2;2
26422907240448;66005325856768;1;2
26422638804993;66005057421313;0;1
26422638804993;30820685332483;0;3
9036611190784;13434926137345;1;4
26422638805120;30889404792961;16;32
61607010893824;66005059502208;1;1
26491358281728;66073778978816;1;1
26422642999296;66005063696384;1;1
26422638837760;30820687462400;1;1
61607010893824;66005059518464;1;2
26422638804993;30820953767937;3;6
8830452776961;13228501385345;2;3
8830452760579;13228501368963;1;1
8830452776961;13228769820673;1;3
26422638804993;30820955848705;0;2
26491358281728;30889411084288;1;2
26422638804993;66005059502081;1;1
61607010893824;66073778978816;1;2
26422642999296;30820691607680;1;1
8830721196033;13228769804417;0;1
26422642999296;30889411084288;1;2
8899176431616;13297233428480;0;1
26422638821376;66005057421313;27;49
61607010893824;66005057421313;3;10
44015093284864;66005325856768;1;1
8830721196033;30820953767937;0;2
8899440672768;30889673228289;2;4
8831258066944;13229306675201;0;2
8830721196033;13229306675201;1;1
8899440672768;13297489297408;3;5
61607010893824;66005063696384;1;1
96791382982656;136373803679744;0;1
8830721196160;13297489281152;0;1
8967891730432;13434657718400;1;1
8967893811200;13434659799168;1;1
8968160149504;13434926137472;0;1
26422638805120;30820685332864;0;1
8830452777216;13228499288449;3;5
8830989631616;13229306675328;2;2
8899709108224;30890210099200;0;1
44014826946560;136373803679744;1;2
114383569027072;136373801582593;0;1
8830454857730;13228501368839;1;3
8830452777088;30820953768064;0;1
26491358281728;66073776881792;1;1
8830459052032;13228505563265;2;5
8830454857729;13297220845697;2;3
8899172237440;30889404792961;4;5
8899172253696;30889404809217;5;7
8899174334464;30889406889985;3;5
8899172237314;30889404792835;1;4
9036611190784;31026843746305;2;4
44083544326144;66073776881792;0;1
8830452760705;30820685332609;2;3
8830721212416;66005325856768;2;2
8830721196160;30821490622592;0;1
8830454857730;30820687413251;2;5
8899440672768;30889675325440;0;1
9036611190784;66211215835136;2;2
8899172237313;66073776881665;3;3
8830721196033;13297489281025;3;4
8830456954881;13297225039873;1;2
26422638821376;30820687429760;0;1
8830452760705;30820953751681;1;2
8830454857729;13297489281025;0;1
4398046511488;13228501369216;4;7
39582689132544;66074047414272;0;1
26422907240448;30821492719616;1;1
44014824849409;136373801582593;1;1
44083544326144;136442521059328;2;2
44014824849536;136373801582720;1;1
184752313204736;277111289937920;1;1
44014826946560;66073778978816;1;1
44014824849409;66073776881665;0;1
44083544326144;66073776898048;2;4
79267916414976;136442521059328;1;1
9036611190784;31026843746432;0;1
44083544326144;66073776881665;2;4
8899440672768;66074045317120;3;3
8967891714049;13709535608833;0;1
8830452776962;30820685332483;4;7
8830452809728;30820685365249;6;8
8830454874112;30820687429633;1;4
8830721212416;13228767756289;1;3
8899172237440;13297218748801;3;4
8830452777088;30820685332609;0;3
26422907240448;30820953751555;15;35
44014824865792;66005057421313;1;4
61607010893824;66005327937536;0;1
26422638804993;30821490622465;1;1
26422642999296;30820960043008;4;4
26423175675904;66005862711296;0;1
8830991728640;13229310869504;1;1
8830454857729;13228773998593;0;1
8830989631489;13298024054785;2;3
8830991728640;13298026151936;1;2
8830989631489;13229304578177;1;2
8830993825792;13229310869504;0;1
26422640902144;30820955865088;0;1
8830454857730;13228501385219;1;3
44014824849409;66005059502081;0;1
8832063373312;13230378320000;1;1
8830989631616;13298024054912;1;2
8830989664256;13229304627200;0;1
8830452777088;13228767756416;1;1
8830452760579;13228767723523;5;8
8899172237313;30889673228289;0;1
8899440672768;13297487184256;0;1
8899172253696;30889673244672;2;2
8830452809728;30820953800704;1;2
44014824865792;66005325856768;1;1
8899709108224;13298024054912;1;2
8832063373312;13299097796608;0;1
8899174334464;13298026151936;0;1
44083544326144;66073778978816;0;1
26422638804993;30820687413251;3;4
8830456954881;13228505563139;4;4
4398052802562;13228773998595;1;1
4398048608386;13228505563267;1;1
4398048608262;13297220845575;0;1
8830989631489;13229306675201;0;1
8830452761216;13228499272577;2;4
8830454857856;13228501369217;2;4
8899172237440;13297220845697;5;7
8830452760706;13228501368963;1;3
8830721196160;13228767707521;1;3
8830721196160;13228769804417;1;3
4398048608261;13228501368967;0;1
26422640902144;30820687413377;126;223
8830991728640;13229306675201;0;2
8830459052032;13297225039873;2;4
9036611190784;13434659799041;0;2
4398585479169;13229306691585;1;1
4398050705411;13228505579523;0;1
8830721196160;30820953751681;1;3
8830452760960;30820685316481;1;3
26491358281728;30889406889985;36;63
26422640902144;66005059502081;14;30
26422638804994;66005057404931;14;30
8830723293184;13228769804291;1;3
8899174334464;13297220845571;2;4
8899172237313;30889404792961;1;2
8899176431616;13297225039873;1;4
4466768084993;30889406906369;0;3
26422638805120;30820687429760;0;1
26422647193600;30820699996160;0;1
8899172237313;13297487184001;2;3
8899172253696;13297487200384;0;1
8830721228800;13228767821824;0;1
61607010893824;66005862711296;1;2
26422638805120;30820955848832;0;1
8899440672768;13297489281025;2;4
8830729584640;13228782387200;1;1
8968160149504;13434928234496;1;1
8830725390336;13297493475328;1;1
8830725390336;13229310869504;0;1
8899172253696;13434657718400;2;2
8899172237824;13297218749312;1;1
8830452760833;13228767707521;0;1
26422640902144;66005059502208;1;1
26422638804993;30820685316481;1;2
26422638805504;30820685316992;0;1
8899172237568;13297218765184;1;4
8899172237313;13434657702017;0;1
26422907240448;30821490622592;1;1
8967893811200;31026845843456;0;1
61607010893824;66005057404931;77;122
8830452776961;13228767756289;0;1
8830454874112;30820955865088;0;1
8830452776961;30820953767937;0;1
8830454874112;66005059518464;0;1
8830989647872;30821490638848;2;2
8830452809728;66005057454080;1;1
44015361720320;66005862711296;0;1
44014826946560;66005059502208;1;1
44015093284864;136374070018048;1;1
44014824849664;66005057405312;0;1
22127671508993;31026843746307;0;1
44014824865792;66005059518464;2;2
26422638804993;31026843746305;4;5
8899172237440;66073776881792;1;1
8830452776961;13228767723523;1;2
8967893811200;13434663993344;0;1
8830452760579;30820685316227;0;1
8830991728640;13229306675328;1;2
8830989647872;13229304594560;0;1
8830452760960;13228767723904;1;1
8830454857856;13228769820800;0;1
26422638805120;30820685316481;3;4
4398046527745;13228499288961;0;1
8830452809728;30820685365376;0;1
8899172237316;13297218748423;2;4
26491358281728;30889404792961;122;218
26491358281728;30889404792835;14;33
9036611190784;13434657702017;4;6
8899172253696;13297218764929;3;5
8899172237440;13297218748547;2;4
8899440672768;13297487183875;2;4
8899174334464;13297220845697;3;5
9036611190784;13434657701891;1;3
4672924418051;13709535608835;0;1
4398319140865;13297493475329;1;1
4398317043713;30889675325441;9;14
4398056996865;13297233428481;0;1
8899172237568;13297218748801;2;4
4398317043713;13297489281027;1;1
8899172237314;13297218748547;2;5
4398048608259;30889406889987;2;5
26422640902144;30820687429633;3;9
8830454857730;13228505563139;7;8
26422640902144;30820691607553;5;7
8830723293184;13297489281025;3;5
8830454857730;13228501368963;4;7
8830454857984;13228501369217;2;5
8830463246336;13228513951745;2;5
8830454857730;13297220845571;2;4
8830454857856;13228505563265;3;5
26422640902144;30889406889985;21;39
8830723293184;13228769804417;4;6
8967893811200;13434659799041;1;4
8830454874112;13228505579521;3;5
8830723293184;13228773998593;2;5
4466765987969;30889406890113;15;28
8899174334464;13297225039873;1;4
4398319140865;13228782387201;0;1
26422640902144;30820955848705;4;16
8830454857856;13228769804417;0;2
8830721196034;13228767707267;3;7
8830459052032;13228505563139;3;5
8830454857856;13228501368963;3;5
21990232555649;31026843746433;1;1
4398314946689;13298024054913;0;1
4398046511489;13297218748803;0;1
4466765987843;13297218764931;1;1
4467034423297;13297489297409;0;1
26422907240448;30820955848705;24;46
8830452760706;13297218748547;4;6
8830452760960;13297218748801;0;2
8899174334464;13297220861953;2;4
8830723293184;13228769820673;1;2
4535753900033;31027112181761;1;5
22058952032257;30889406906369;0;1
4398048608259;13228505563267;0;1
8830454857856;13297220845697;2;4
22058952032257;30889406890113;0;1
4398317043713;13228769820801;0;1
8899172237440;13434657702017;3;5
8899172237314;13434657701891;1;3
8899172253696;13434657718273;0;2
26422907240448;66005325840385;44;71
26422638805120;30820685316227;44;77
26422638805120;30820685332609;9;18
8830721196034;13228767723523;0;2
4398048608384;13228501369216;3;5
21990232555648;30820685316480;3;5
4398314946688;13228767707520;2;4
4398046527616;13228499288448;5;7
4466765987968;13297218748800;1;4
4398046511233;13228499272065;0;3
8830452761344;30820685316992;1;1
8830452761344;13228767708032;0;1
4398046527617;13228501385601;0;1
8899172253696;13297218765184;0;1
44014824849536;66005325840512;1;1
44014824865792;136373801598976;0;1
8899172237440;13298024054912;0;1
8830454857856;30820687429760;1;1
8830452760960;30820685332864;1;1
8830452793472;13228499320961;0;2
8830721196033;13228769820673;0;2
8831258066944;13229306691584;1;1
8830452826113;13228499386369;2;5
26422907240448;30889673228289;14;30
26422638804994;30889404792835;10;24
26422907240448;30820955865088;2;2
8830452760960;13228499288449;1;4
8899172253696;30889406906368;1;2
8830452776961;30820687429633;1;1
8830456971264;30820691623936;1;2
22058954129408;30889411100672;0;1
8830721196160;66005325840512;2;2
8967891746816;13434657751040;1;2
8830452858880;30820685430784;1;1
8830452858880;13297218863104;0;1
8830452858880;13228767821824;0;1
8830452826240;13228499386496;1;1
8899172237440;30889404809344;1;3
9174050144256;13709535625216;2;3
8831258066944;13229304594433;2;3
8831258066944;13298024071168;1;1
8830452760705;13228501385345;3;5
8830454890496;30820687462400;1;1
8830721228800;13228767756289;0;2
8899172270080;13297220894720;1;3
8899172270080;30889404841984;5;6
8830452793346;13228499320835;1;3
26422638837760;30889404841984;0;1
8830454857729;13228501385345;31;59
8830452793345;13228501417985;0;2
21990500990977;30820955865089;0;1
8830721196288;13228767723904;0;1
8830459052032;30820960043008;1;2
8899174334464;13297489281152;2;3
8830459052032;13228773998720;1;2
26422640902144;30820960043008;1;1
8830991728640;30821492719616;3;4
8830454857729;13229306675201;1;2
8899174334464;13297493475328;0;1
8830991728640;13229306691584;0;1
8830454857730;13228769804291;2;4
57174604644353;66211215835137;0;1
44014824865792;66005057421440;0;1
22058952032384;66073776898176;1;1
8830721212416;13228767723904;0;1
4398050705536;13228505563264;2;6
26422642999296;30820691623936;1;1
4398046511111;30820685332487;3;8
8830452776962;13228499288195;5;8
21990232555649;30889404809345;0;1
21990232555523;30889404809219;0;1
8830454857729;13228769804291;1;2
8830452760581;13228767707143;4;4
26422638804993;30820953751555;1;2
8830989631489;13229304578051;3;4
4399388688386;13230378319875;1;1
4467034423298;13297489281027;0;1
8830452760579;30820953751555;0;1
8830456954881;13228505563265;1;2
8830452760833;13228501369217;0;1
8830456955008;13228773998720;0;1
8967891714050;13434657701891;1;3
8830721196034;13228767707143;1;3
8830721196034;30820953751555;3;5
8830452760582;30820685316103;7;9
8830452776962;13228499288071;5;7
8830452760586;13228499271695;2;4
8830452760706;13228499271815;2;4
8899172237314;13297218748423;1;4
4398046511237;13228499271823;0;1
8830452760706;30820685316227;3;5
8830452760834;13228499272067;10;13
8830452760582;13228499271815;4;8
26422638804994;30820685316227;132;233
4466766004225;13434657718275;1;1
4398046527493;13228499288199;1;1
4466766020609;13297218797571;0;1
4466765987845;13297218764807;1;1
21990232555525;30820687413255;0;1
26422640902144;30820687413251;17;38
96791382982656;136373801582593;8;21
4535753900033;13434928234497;2;2
4398314962945;13297487200259;0;1
21990236749825;30889411084289;0;1
8899172237314;13297218764803;0;2
4466766053377;13297218863105;0;1
39651138076673;66073776898049;3;7
8830723293184;30889675325440;1;1
8830452793472;13228767756416;1;1
8899172237440;13297218797696;1;3
8967891714176;13434657718400;2;3
8830452760960;13228499321216;0;1
8899174334464;13297220862080;1;4
9036611190784;31026843762688;3;5
8899440672768;30889673244672;0;2
9036611190784;13434657751040;10;21
26491358281728;30889404809344;0;2
8899440672768;13297487233024;1;3
8899172237313;13297218764929;5;8
8830454890496;13228501418112;1;1
44014824882176;66005057454080;1;1
8830452858880;13228499386496;0;1
8830452760705;13228499288449;1;3
8831258066944;13229304627200;1;1
8831258066944;30821490638848;0;1
8830721228800;30820953800704;0;1
8830452760579;13228501385219;2;4
8830452793345;30820685365249;1;3
8830454874112;13228769820673;3;5
8830459052032;13297225056256;0;1
8830454857856;13297220862080;2;3
44083544326144;66074045317120;1;1
44014824849409;66005325840385;0;1
4398583382019;13298024054787;0;1
8830721196033;66005325840385;0;1
8830454857984;13228501385600;1;1
8830452777216;13228501385600;1;1
8830452761344;13228499288960;1;1
8830721196288;13228769804672;0;1
8830454857984;30820687413632;1;1
8830721196288;30820953751936;0;1
8830721212416;13297487200384;1;1
8899440672768;13297487200384;0;3
21990500990977;30889675325441;0;1
8830989631616;13229304578177;0;2
61607010893824;66005057405057;259;413
61607010893824;66073776881792;0;1
4466768085120;13297220862081;0;1
26422638805248;30820685332864;0;1
79199196954624;136373801598976;1;1
8830452777216;13297218765184;0;1
4398048641025;30820687462401;2;5
74766792785921;136373803679745;0;2
8830452809728;13228767756289;5;7
8830989647872;13229304594433;2;4
26422638821376;30820953767937;35;63
8830452777088;13228767723649;4;6
8899172253696;13297218797569;0;2
8830723293184;30820955848705;3;5
92358978830336;136442523156480;1;1
233096465088512;277111292035072;0;1
8830452760579;13297487183875;1;2
8830452760705;13297487184001;0;1
8830454857856;13228501385600;1;1
26422638805120;30889404809344;1;1
8830452760705;13297218764929;2;5
8830452761216;13228499288960;0;1
8899172237313;13434657718273;1;2
8830454857729;30820687429633;1;3
26422907240448;30889673244672;0;1
26422638821376;30889404809344;0;1
96791382982656;136442521059328;1;1
26422638804993;66073776881665;0;1
26422638805248;30889404793216;0;1
26422638804993;30889404809217;8;11
8832063373312;13230380417024;1;2
8968428584960;13435463008256;1;1
8830989647872;13229306691584;1;1
8830989631616;30821490622592;0;1
8830454857856;66005059502208;0;1
26491358281728;30890210099200;1;2
4398853914624;30821492719744;1;1
4398851817473;30821492719617;0;2
26422640902144;30820687429760;2;2
26491358281728;30889406890112;1;2
4398046511489;13297220845953;1;1
4398050705537;13228505563267;0;1
61607010893824;66005325840385;57;94
26422638804994;30820953751555;15;34
8830989631489;13229304594433;5;7
4398046527617;13297218765185;1;1
8830721196160;13297487184001;2;4
8830452793472;30820685365376;0;1
8830721196160;30820953768064;1;1
8830452760960;13297218765184;3;3
57174604660736;66005057454208;0;1
4467034423297;30889673244673;0;3
8830721228800;13297487233024;1;2
8830454890496;13228769853440;0;1
8830459052032;13228505612288;2;2
8830723293184;13228769853440;0;1
26422638837760;30820685365249;3;9
8830456955008;30820691607680;1;2
8830465343488;30820699996160;1;1
8830465343488;13228513951745;0;1
8967895908352;13434663993344;1;1
4467038617600;13298030346240;0;1
4604204941313;13434928234497;0;1
8830452842496;13297218863104;0;1
79199465373696;136374070018048;2;3
8968160149504;31027112181760;1;2
44015093284864;66074045317120;0;1
8831258066944;30890210099200;1;2
8831258066944;66005862711296;0;1
8830452761216;30820685316992;0;1
21990232555649;66073776881793;0;1
4398317076480;13297489330176;0;1
4398314946817;13228767723905;1;1
8831794937856;13230378320000;1;1
26422907240448;30889673228416;2;2
8830721196288;13229304578432;1;1
8830721196288;13297487184256;0;1
8830723293184;13229306675328;0;1
26422638805248;30820685316481;56;119
8830452760833;13297218748801;3;3
26422638804993;30820685332609;3;6
8830452776961;13297218764929;1;2
8899172237568;13297220845952;0;2
8968160149504;13434926153728;1;2
8967891730432;13434659815424;0;1
8831258066944;13298024054912;1;2
8830723293184;13297489281152;1;1
4466765987969;13297489281153;0;1
8830452760706;13228767707267;1;4
4398048608386;30820687413379;1;1
4398052802562;13228505563143;1;1
4398052802562;13228505579523;0;1
8899172237313;13297220861953;1;4
9036611190784;13434659815424;12;23
8899440672768;13297489281152;2;3
26491358281728;30889406906368;2;4
8830452760579;30820687413251;0;1
44015093284864;66005325840512;1;1
8899172253696;66073776898048;1;1
8899440672768;13297493475328;0;1
4467036520448;13299099893760;0;1
9242769620992;13709804044288;0;1
4398048608259;13228769820675;1;1
4398046511235;30820685332611;18;29
21990232555523;30820685332611;0;1
4398317043713;13228774014977;0;1
8830454857856;30820955848832;4;4
8830454857984;13228769804672;1;1
8830452809728;13297487233024;1;2
8830452776961;13297487200257;0;1
22058952032384;30889675325568;1;1
8830721196033;30820955848705;1;1
8831258066944;30821492719616;0;1
8831794937856;30822564364288;1;1
8830723293184;30821492719616;1;1
8899440672768;30890210099200;0;1
44014826946560;66005059502081;2;4
22058952032384;30890210099328;0;1
4398319140865;13228774014977;1;1
4466770182145;13297225039875;0;1
8899172237440;13434657718400;0;2
21990232588289;30820685365251;0;1
8830456954881;13228505579521;1;3
8830725390336;30820960043008;1;1
8830725390336;13228774014976;0;1
8830456954881;30820691607553;0;1
4398048608385;13297489281153;1;1
4398048608259;13297489281027;0;1
4398048608513;30820687413633;7;11
21990234652673;30889406890113;1;1
4398048608259;13228501369219;1;1
4398585479169;13229306675329;0;1
39582418599939;66005325840387;6;10
4398048624641;30820687429761;4;8
39582420697089;66073778978817;4;8
4398314946563;30820955848707;2;5
39582420697089;66005063696385;2;5
4535753900033;13435463008257;0;1
8899172237313;13297225039873;0;1
8830721196033;13228773998593;0;1
26491358281728;30889673244672;6;8
39582687051776;66005862727680;0;1
4398315012097;13228767821825;1;1
4398314979329;13229304627201;0;1
8830452760960;13228499272067;0;2
4398046544001;13228499320963;0;1
8899174334464;66073778978816;1;1
57312043597824;66211215835137;1;1
57174606741504;66211217932288;1;1
21990232571905;30889404809345;0;1
57174604660736;66073778995200;0;1
8899172237440;13434926137472;1;1
26491358281728;31027112181760;0;1
8830721196033;13297487200257;7;10
22058952048640;30889673277440;0;1
8968160149504;13434926137345;0;2
26697516711936;31301721653248;0;1
8830452809728;13228501418112;1;1
8830721212416;13228769820800;0;1
21990500991104;30821490622593;0;1
8830452777088;13297220862080;1;1
8899172237440;13297225040000;0;1
26491358281728;66073776881665;2;11
8830456971264;13297225056256;1;1
8830721196160;13228773998720;0;1
4467034423297;30889673228291;5;7
26491358281728;66074045317120;2;3
39582687035648;66005325840768;1;1
26422638804993;30889673228289;2;3
4467034423297;30890210099201;8;13
